α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.999300 +/- 3.00e-7],-ffd21d6ea6255872b020c49b9 -64 2843ebeb -34,[0.999649925000151543308390955643 +/- 4.93e-31],3ffa43add4c4ab0e560418937 -62 0 0,true,true,true,[1.7863 +/- 7.33e-5],72533dfb -1e 164ce001 -2b,1.78637322969747,[+/- 2.00e-4],41ab3ae7c6c21728c77924dc7 -6f 9cb9fc7 -29,0.000199986447543825,[0.931 +/- 9.14e-4],3b99105b -1e b686303 -26,[0.962197845568880438804626464844 +/- 2.50e-31],f6529917 -20 0 0,0.962197845568881,13.349675205,174.422724841,13.524827204,217.914830422,828,4,1.276631431,100
[-0.999300 +/- 6.00e-7],-7fe90c33145414ac083126e97 -63 a10fafb -32,[0.999649775000151239900958444195 +/- 1.32e-31],ffe90c33145414ac083126e97 -64 0 0,true,true,true,[1.7863 +/- 8.39e-5],72536a8f -1e 164a6001 -2b,1.78638383932424,[+/- 2.00e-4],848066bd05a4037df25cf36bb -70 9a66a93 -29,0.000199987485133422,[0.931 +/- 9.20e-4],3b992903 -1e b684603 -26,[0.962197635206393897533416748047 +/- 1.25e-31],1eca52b1f -21 0 0,0.962197635206394,13.117466918,169.971393663,13.758097368,212.033579718,828,4,1.282340908,100
[-0.999299 +/- 4.01e-7],-ffd2135dab2afa3d70a3d70a3 -64 a10fafb -32,[0.999649625000150936493525932746 +/- 1.93e-32],ffe909aed5957d1eb851eb851 -64 0 0,true,true,true,[1.7864 +/- 9.20e-5],7253914b -1e 16482001 -2b,1.78639305755508,[+/- 2.00e-4],8b4e894eeb139ffe1fe9ee91 -6c 1199ed01 -2a,0.000199996827343414,[0.931 +/- 9.25e-4],3b993e63 -1e b682903 -26,[0.962196654756553471088409423828 +/- 1.25e-31],1eca50a39 -21 0 0,0.962196654756554,13.253142148,177.207487584,13.09853529,214.081187164,828,4,1.294639811,100
[-0.999299 +/- 2.00e-7],-1ffa41caa5b5b9645a1cac083 -61 2843ebeb -34,[0.999649475000150633086093421298 +/- 3.81e-31],3ffa41caa5b5b9645a1cac083 -62 0 0,true,true,true,[1.7863 +/- 7.44e-5],725342b7 -1e 1645a001 -2b,1.78637430444372,[+/- 2.00e-4],20e4c9fedc2ef3ccf8fa802df -6e 9c46ba7 -29,0.000199997873291998,[0.931 +/- 9.15e-4],3b99142b -1e b67fa03 -26,[0.962196754349861294031143188477 +/- 4.38e-31],3d94a1b21 -22 0 0,0.962196754349862,13.216503936,171.042576097,13.861022077,213.687665376,827,4,1.258225582,100
[-0.999299 +/- 5.00e-7],-3ff482532c0c27020c49ba5e3 -62 a10fafb -32,[0.999649325000150329678660909848 +/- 4.69e-31],7ff482532c0c27020c49ba5e3 -63 0 0,true,true,true,[1.7863 +/- 8.46e-5],72536d9f -1e 16432001 -2b,1.78638451546442,[+/- 2.00e-4],882b65c1facfdb35f5ed2eb35 -70 24c5d52d -2b,0.000199999894674633,[0.931 +/- 9.21e-4],77325823 -1f b67dc83 -26,[0.962196455249795690178871154785 +/- 1.57e-31],7b2940e1d -23 0 0,0.962196455249796,13.105780592,171.844313435,13.785598785,212.644744706,827,4,1.266753131,100
[-0.999298 +/- 5.01e-7],-ffd2044432b36ced916872b01 -64 a10fafb -32,[0.999649175000150026271228398399 +/- 3.19e-31],1ffd2044432b36ced916872b -5d 0 0,true,true,true,[1.7864 +/- 9.03e-5],725397fd -1e 1640e001 -2b,1.78639459982526,[+/- 2.00e-4],22ec0c4bdc3aaad39925ad1c7 -6e 11817c03 -2a,0.000199996418555264,[0.931 +/- 9.26e-4],3b994487 -1e b67bf03 -26,[0.962196677079191431403160095215 +/- 1.57e-31],7b2942be3 -23 0 0,0.962196677079192,13.140882662,175.159065027,13.264939703,212.702575337,827,4,1.270644963,100
[-0.999298 +/- 2.01e-7],-7fe8ff9dda9b1ee978d4fdf3b -63 a10fafb -32,[0.999649025000149722863795886951 +/- 4.34e-32],ffe8ff9dda9b1ee978d4fdf3b -64 0 0,true,true,true,[1.7863 +/- 7.57e-5],3929a443 -1d 163e8001 -2b,1.786375636235,[+/- 2.00e-4],83ce02685464d19e0124c014d -70 137951cb -2a,0.000199985829813708,[0.931 +/- 9.16e-4],773232cf -1f b679183 -26,[0.962197878485312685370445251465 +/- 1.57e-31],7b294cd23 -23 0 0,0.962197878485313,13.050443176,170.516828555,13.842070321,213.490249261,826,4,1.240980825,100
[-0.999298 +/- 4.00e-7],-ffd1fa3337b90eb851eb851eb -64 2843ebeb -34,[0.999648875000149419456363375502 +/- 1.94e-31],ffe8fd199bdc875c28f5c28f5 -64 0 0,true,true,true,[1.7863 +/- 8.53e-5],72537107 -1e 163be001 -2b,1.786385273561,[+/- 2.00e-4],225098e5d84339848c3ada09f -6e 243a4c5 -27,0.000199999605193802,[0.931 +/- 9.21e-4],1dcc9793 -1d b677303 -26,[0.962196474603842943906784057617 +/- 1.88e-31],3d94a085b -22 0 0,0.962196474603843,13.165430454,173.211603547,13.565008401,213.813065423,826,4,1.267164779,100
[-0.999297 +/- 6.01e-7],-ffd1f52aba3bdf9db22d0e55f -64 a10fafb -32,[0.999648725000149116048930864053 +/- 3.45e-31],ffe8fa955d1defced916872af -64 0 0,true,true,true,[1.7864 +/- 8.91e-5],72539cc3 -1e 1639a001 -2b,1.78639568388474,[+/- 2.00e-4],2301a02b5661d46338837d6c7 -6e 22d7a111 -2b,0.00019999504453095,[0.931 +/- 9.27e-4],773290b5 -1f b675583 -26,[0.962196795444469898939132690430 +/- 3.13e-31],3d94a1de3 -22 0 0,0.96219679544447,13.116704198,176.001456584,13.18348096,212.91653,826,4,1.24376767,100
[-0.999297 +/- 3.01e-7],-3ff47c088f2fac20c49ba5e35 -62 a10fafb -32,[0.999648575000148812641498352604 +/- 2.95e-31],7ff47c088f2fac20c49ba5e35 -63 0 0,true,true,true,[1.7863 +/- 7.59e-5],3929a4dd -1d 16374001 -2b,1.78637586906564,[+/- 2.00e-4],4202d336785767008ab7955ab -6f 4daea8b -28,0.000199989635628991,[0.931 +/- 9.16e-4],1dcc8d93 -1d b672903 -26,[0.962197516317246481776237487793 +/- 3.13e-32],7b2949c87 -23 0 0,0.962197516317247,13.299434447,173.352514068,13.676010638,216.128115568,825,4,1.272884143,100
[-0.999297 +/- 3.00e-7],-ffd1eb19bf41816872b020c49 -64 a10fafb -32,[0.999648425000148509234065841155 +/- 1.44e-31],3ffa3d6337e8302d0e5604189 -62 0 0,true,true,true,[1.7863 +/- 8.64e-5],725375f5 -1e 1634a001 -2b,1.78638639487338,[+/- 2.00e-4],89f3ecc4658baba3922dcaaaf -70 11f0bca5 -2a,0.000199999185065091,[0.931 +/- 9.22e-4],3b9933d1 -1e b670a03 -26,[0.962196502456208691000938415527 +/- 3.44e-31],7b2941473 -23 0 0,0.962196502456209,13.315744978,177.420564109,13.16219822,217.91003105,825,4,1.260455175,100
[-0.999297 +/- 6.00e-7],-7fe8f308a0e22926e978d4fdf -63 2843ebeb -34,[0.999648275000148205826633329707 +/- 2.19e-31],ffe8f308a0e22926e978d4fdf -64 0 0,true,true,true,[1.7864 +/- 8.83e-5],7253a023 -1e 16326001 -2b,1.78639643453073,[+/- 2.00e-4],23156a35fe86368f89fba80c7 -6e 22b0769f -2b,0.000199998118999756,[0.931 +/- 9.28e-4],1dcca5d -19 b66ee03 -26,[0.962196496984688565135002136230 +/- 4.69e-31],7b29413b7 -23 0 0,0.962196496984689,13.045394118,175.287315453,13.266000418,212.087568525,825,4,1.267892854,100
[-0.999296 +/- 4.01e-7],-7fe8f08462239199999999999 -63 a10fafb -32,[0.999648125000147902419200818258 +/- 3.69e-31],ffe8f08462239199999999999 -64 0 0,true,true,true,[1.7863 +/- 7.63e-5],3929a5b1 -1d 16300001 -2b,1.7863762099297,[+/- 2.00e-4],8439056eead92a9828c5b2f25 -70 135e064f -2a,0.000199977754784719,[0.931 +/- 9.17e-4],3b991e7d -1e b66be03 -26,[0.962198635621462017297744750977 +/- 4.38e-31],3d94a9961 -22 0 0,0.962198635621462,13.05907416,170.555240317,13.898918258,213.396230396,824,4,1.287911331,100
[-0.999296 +/- 2.00e-7],-ffd1dc0046c9f4189374bc6a7 -64 a10fafb -32,[0.999647975000147599011768306808 +/- 4.82e-31],ffe8ee002364fa0c49ba5e353 -64 0 0,true,true,true,[1.7863 +/- 8.72e-5],72537929 -1e 162da001 -2b,1.78638710640383,[+/- 2.00e-4],114ea2727770a81741b93efd7 -6d 23a0e58b -2b,0.000199999175136583,[0.931 +/- 9.23e-4],77326e21 -1f b66a083 -26,[0.962196495849639177322387695313 +/- 5.00e-31],7b294139 -1f 0 0,0.96219649584964,13.142899162,174.913050828,13.423658761,214.432759066,824,4,1.281736917,100
[-0.999296 +/- 5.00e-7],-3ff475bdf253313f7ced91687 -62 a10fafb -32,[0.999647825000147295604335795360 +/- 1.20e-31],7ff475bdf253313f7ced91687 -63 0 0,true,true,true,[1.7863 +/- 6.78e-5],7253281b -1e 162ae001 -2b,1.78636776097131,[+/- 2.00e-4],8348bf439b4c67516a5dbf45d -70 139b3b1d -2a,0.000199994708487261,[0.931 +/- 9.12e-4],1dcc85a1 -1d b667303 -26,[0.962197122717043384909629821777 +/- 3.44e-31],7b29467b3 -23 0 0,0.962197122717044,13.021129992,169.65365911,13.736390256,212.239210973,823,4,1.277598418,100
[-0.999295 +/- 5.01e-7],-ffd1d1ef4bcf95e353f7ced91 -64 2843ebeb -34,[0.999647675000146992196903283911 +/- 3.11e-32],1ffd1d1ef4bcf95e353f7ced9 -61 0 0,true,true,true,[1.7863 +/- 7.78e-5],3929a915 -1d 1628c001 -2b,1.78637777268898,[+/- 2.00e-4],846f1f054d8d6ab51b6c42b1 -6c 26a2fd8d -2b,0.00019999258980209,[0.931 +/- 9.18e-4],1dcc918b -1d b665703 -26,[0.962197217013454064726829528809 +/- 4.07e-31],7b294745b -23 0 0,0.962197217013455,13.101082257,170.475299525,13.850511015,213.637449659,823,4,1.270850882,100
[-0.999295 +/- 2.01e-7],-ffd1cce6ce5266c8b43958105 -64 a10fafb -32,[0.999647525000146688789470772462 +/- 1.82e-31],7ff47339b39499b22d0e56041 -63 0 0,true,true,true,[1.7863 +/- 8.86e-5],72537f7f -1e 16266001 -2b,1.78638856299233,[+/- 2.00e-4],22bb245997d7f74f4e989171f -6e 23653a25 -2b,0.000199999743038721,[0.931 +/- 9.24e-4],77327925 -1f b663983 -26,[0.962196426786249503493309020996 +/- 9.38e-32],7b2940a4b -23 0 0,0.96219642678625,13.090251437,174.267589243,13.453998438,212.96572449,823,4,1.246390124,100
[-0.999295 +/- 4.00e-7],-7fe8e3ef286a9bd70a3d70a3d -63 a10fafb -32,[0.999647375000146385382038261013 +/- 4.57e-31],ffe8e3ef286a9bd70a3d70a3d -64 0 0,true,true,true,[1.7863 +/- 6.85e-5],e4a6561 -1b 16240001 -2b,1.78636840730917,[+/- 2.00e-4],837ba7fbb92b9e26b1a65dfe7 -70 271d273b -2b,0.000199995795908497,[0.931 +/- 9.13e-4],77321d45 -1f b660b83 -26,[0.962197013082914054393768310547 +/- 1.25e-31],1eca5163f -21 0 0,0.962197013082914,13.233955032,172.275301094,13.886212489,216.460207502,822,4,1.257699689,100
[-0.999294 +/- 6.01e-7],-ffd1c2d5d358089374bc6a7ef -64 2843ebeb -34,[0.999647225000146081974605749564 +/- 3.07e-31],ffe8e16ae9ac0449ba5e353f7 -64 0 0,true,true,true,[1.7863 +/- 7.92e-5],1c94d609 -1c 16218001 -2b,1.78637914359581,[+/- 2.00e-4],84a5444effcbb7ccb89234d2d -70 26881cb9 -2b,0.000199994039633066,[0.931 +/- 9.19e-4],77324f2b -1f b65ef83 -26,[0.962197065411601215600967407227 +/- 4.38e-31],3d94a3001 -22 0 0,0.962197065411602,13.113620532,170.284931328,13.876518649,212.952714272,822,4,1.250130911,100
[-0.999294 +/- 3.01e-7],-ffd1bdcd55dad978d4fdf3b63 -64 a10fafb -32,[0.999647075000145778567173238115 +/- 1.56e-31],ffe8dee6aaed6cbc6a7ef9db1 -64 0 0,true,true,true,[1.7863 +/- 8.91e-5],72538199 -1e 161f2001 -2b,1.78638901002717,[+/- 2.00e-4],45a26cbd54dbe6ee6b05292d7 -6f 2339168f -2b,0.000199999756242901,[0.931 +/- 9.24e-4],77327b43 -1f b65d183 -26,[0.962196420790860429406166076660 +/- 1.57e-31],7b294097d -23 0 0,0.962196420790861,13.243473623,175.732755918,13.31353857,215.170921822,822,4,1.260031584,100
[-0.999294 +/- 3.00e-7],-1ffa37189b0bb54bc6a7ef9db -61 a10fafb -32,[0.999646925000145475159740726667 +/- 2.06e-31],3ffa37189b0bb54bc6a7ef9db -62 0 0,true,true,true,[1.7863 +/- 6.97e-5],3929983f -1d 161cc001 -2b,1.78636965528142,[+/- 2.00e-4],20eb3ce844c844bdd504080eb -6e 27043141 -2b,0.000199993463131405,[0.931 +/- 9.14e-4],1dcc8979 -1d b65a203 -26,[0.962197220331290736794471740723 +/- 3.44e-31],7b29474cd -23 0 0,0.962197220331291,13.273570588,172.570955049,13.850179628,216.721840282,821,4,1.281453601,100
[-0.999294 +/- 6.00e-7],-ffd1b3bc5ae07b4395810624d -64 a10fafb -32,[0.999646775000145171752308215218 +/- 3.57e-31],7ff46cef16b81ed0e56041893 -63 0 0,true,true,true,[1.7863 +/- 7.90e-5],e4a6af -17 161a8001 -2b,1.78637893870485,[+/- 2.00e-4],84d291f3e561964205a3eec8b -70 26722d37 -2b,0.000199999374779965,[0.931 +/- 9.19e-4],3b992917 -1e b658703 -26,[0.962196563457837328314781188965 +/- 1.57e-31],7b2941ca3 -23 0 0,0.962196563457838,13.095562319,169.774772975,13.851246604,213.17582414,821,4,1.258196046,100
[-0.999293 +/- 4.01e-7],-7fe8d759eeb1a6147ae147ae1 -63 2843ebeb -34,[0.999646625000144868344875703769 +/- 2.83e-31],ffe8d759eeb1a6147ae147ae1 -64 0 0,true,true,true,[1.7863 +/- 9.02e-5],3929c34b -1d 16184001 -2b,1.78639014810336,[+/- 2.00e-4],8b983aa048d379c033b37aaf1 -70 1187a351 -2a,0.000199998843770827,[0.931 +/- 9.26e-4],ee650dd -1c b656a03 -26,[0.962196495005628094077110290527 +/- 3.44e-31],7b2941373 -23 0 0,0.962196495005629,13.032294361,173.859680149,13.400523523,212.508130555,821,4,1.219509996,100
[-0.999293 +/- 2.00e-7],-7fe8d4d5aff30e872b020c49b -63 a10fafb -32,[0.999646475000144564937443192320 +/- 1.32e-31],ffe8d4d5aff30e872b020c49b -64 0 0,true,true,true,[1.7863 +/- 7.03e-5],3929998f -1d 16158001 -2b,1.78637022711348,[+/- 2.00e-4],83dbac1722fd92bd161225649 -70 13760a91 -2a,0.000199987878382711,[0.931 +/- 9.15e-4],77322ca5 -1f b653a83 -26,[0.962197742075659334659576416016 +/- 3.75e-31],1eca52eb5 -21 0 0,0.96219774207566,13.14789556,170.795340669,13.857415486,213.509282594,820,4,1.258151212,100
[-0.999293 +/- 5.00e-7],-ffd1a4a2e268edf3b645a1cab -64 a10fafb -32,[0.999646325000144261530010680871 +/- 1.87e-32],ffe8d251713476f9db22d0e55 -64 0 0,true,true,true,[1.7863 +/- 7.91e-5],1c94d61 -18 16134001 -2b,1.78637906350207,[+/- 2.00e-4],427f80630503cffb3805bb511 -6f 265bdaf5 -2b,0.000199998593418467,[0.931 +/- 9.20e-4],3b992b07 -1e b651c03 -26,[0.962196635926375165581703186035 +/- 1.57e-31],7b294265d -23 0 0,0.962196635926376,13.188158829,171.156854927,14.002115474,215.498009917,820,4,1.270855691,100
[-0.999292 +/- 5.01e-7],-7fe8cfcd3275df6c8b439581 -5f a10fafb -32,[0.999646175000143958122578169423 +/- 3.81e-31],ffe8cfcd3275df6c8b439581 -60 0 0,true,true,true,[1.7863 +/- 9.04e-5],725387b5 -1e 1610e001 -2b,1.7863903604449,[+/- 2.00e-4],8be04b2af80081232541485bb -70 22eb319b -2b,0.000199998472508512,[0.931 +/- 9.26e-4],77328927 -1f b650083 -26,[0.962196527805645018815994262695 +/- 3.13e-31],3d94a0bed -22 0 0,0.962196527805645,13.116812832,175.520311309,13.408038938,214.658888025,820,4,1.249333054,100
[-0.999292 +/- 2.01e-7],-ffd19a91e76e8fbe76c8b4395 -64 2843ebeb -34,[0.999646025000143654715145657973 +/- 4.70e-31],7ff466a479dba3ef9db22d0e5 -63 0 0,true,true,true,[1.7863 +/- 7.10e-5],39299b19 -1d 160e8001 -2b,1.78637090884161,[+/- 2.00e-4],42030af71af72e8812a16b227 -6f 4dac9cf -28,0.000199983636674158,[0.931 +/- 9.15e-4],3b99197d -1e b64d303 -26,[0.962198135734070092439651489258 +/- 1.88e-31],3d94a77d5 -22 0 0,0.962198135734071,13.122003859,171.047108901,13.830347768,213.934081258,819,4,1.249197527,100
[-0.999292 +/- 4.00e-7],-ffd1958969f160a3d70a3d709 -64 a10fafb -32,[0.999645875000143351307713146524 +/- 3.19e-31],3ffa32b12d3e2c147ae147ae1 -62 0 0,true,true,true,[1.7863 +/- 7.96e-5],3929ad29 -1d 160c4001 -2b,1.78637950494897,[+/- 2.00e-4],8833292f6ac431a6eb1b32cf1 -70 9307ce5 -29,0.000199999898053253,[0.931 +/- 9.20e-4],3b992d69 -1e b64b403 -26,[0.962196507927728816866874694824 +/- 2.19e-31],7b294152f -23 0 0,0.962196507927729,13.22209651,171.945940974,13.845737527,214.653413656,819,4,1.250547949,100
[-0.999291 +/- 6.01e-7],-7fe8c840763a18c49ba5e353f -63 a10fafb -32,[0.999645725000143047900280635076 +/- 4.29e-32],ffe8c840763a18c49ba5e353f -64 0 0,true,true,true,[1.7863 +/- 9.01e-5],3929c359 -1d 1609c001 -2b,1.78639006614697,[+/- 2.00e-4],2306abc8ab22ddf6a9fc183db -6e 22cde46f -2b,0.000199997681231367,[0.931 +/- 9.26e-4],3b9945fb -1e b649803 -26,[0.962196605716599151492118835449 +/- 2.19e-31],7b294224f -23 0 0,0.9621966057166,13.053700971,173.814669821,13.533774565,212.189267521,819,4,1.288071162,100
[-0.999291 +/- 3.01e-7],-ffd18b786ef7026e978d4fdf3 -64 a10fafb -32,[0.999645575000142744492848123627 +/- 1.94e-31],ffe8c5bc377b81374bc6a7ef9 -64 0 0,true,true,true,[1.7863 +/- 7.23e-5],39299e17 -1d 16074001 -2b,1.78637228161108,[+/- 2.00e-4],843611cb5142c4c26ae734275 -70 26c063d5 -2b,0.000199999099397555,[0.931 +/- 9.16e-4],3b991db -1a b646d03 -26,[0.962196659820619970560073852539 +/- 6.25e-32],3d94a14c9 -22 0 0,0.96219665982062,13.070933022,170.19372815,13.885973057,213.173877175,818,4,1.239955909,100
[-0.999291 +/- 3.00e-7],-1ffa30cdfe2f3a6a7ef9db22d -61 2843ebeb -34,[0.999645425000142441085415612178 +/- 4.46e-31],3ffa30cdfe2f3a6a7ef9db22d -62 0 0,true,true,true,[1.7863 +/- 8.12e-5],3929b0b7 -1d 16050001 -2b,1.78638114593935,[+/- 2.00e-4],895e70c0c0da2f152da2891e9 -70 242c437 -27,0.000199999538424057,[0.931 +/- 9.21e-4],77326485 -1f b644e83 -26,[0.962196524575119838118553161621 +/- 9.38e-32],7b294176b -23 0 0,0.96219652457512,12.996753422,170.72528784,13.844603546,212.510113362,818,4,1.214939162,100
[-0.999291 +/- 6.00e-7],-3ff46059dcff290e560418937 -62 a10fafb -32,[0.999645275000142137677983100729 +/- 2.95e-31],7ff46059dcff290e560418937 -63 0 0,true,true,true,[1.7863 +/- 9.20e-5],1c94e3b -18 1602c001 -2b,1.78639193438005,[+/- 2.01e-4],2317887ea69581866badd8d51 -6e 22ac7a47 -2b,0.000199999988160635,[0.931 +/- 9.27e-4],77329685 -1f b643083 -26,[0.962196367938304319977760314941 +/- 4.07e-31],7b2940265 -23 0 0,0.962196367938305,13.113699261,175.972006206,13.286169524,213.77971731,818,4,1.24504886,100
[-0.999290 +/- 4.01e-7],-ffd17c5ef67f751eb851eb851 -64 a10fafb -32,[0.999645125000141834270550589280 +/- 1.45e-31],1ffd17c5ef67f751eb851eb85 -61 0 0,true,true,true,[1.7863 +/- 7.06e-5],72533531 -1e 16006001 -2b,1.78637056425226,[+/- 2.00e-4],845704d4272ed4f58c83ce78f -70 1357ef1f -2a,0.00019999874803904,[0.931 +/- 9.16e-4],3b991b4b -1e b640203 -26,[0.962196711247088387608528137207 +/- 3.13e-32],7b2943079 -23 0 0,0.962196711247089,13.048603411,169.346855266,13.719393923,212.825391865,817,4,1.229094542,100
[-0.999290 +/- 2.00e-7],-7fe8bbab3c8123020c49ba5e3 -63 a10fafb -32,[0.999644975000141530863118077832 +/- 2.18e-31],ffe8bbab3c8123020c49ba5e3 -64 0 0,true,true,true,[1.7863 +/- 8.11e-5],7253614f -1e 15fe2001 -2b,1.78638106584561,[+/- 2.00e-4],89dc9a5c862e8f52dc9e70d4b -70 23ed3aad -2b,0.00019999988890755,[0.931 +/- 9.22e-4],773268d7 -1f b63e683 -26,[0.962196492328075692057609558105 +/- 4.69e-31],7b2941317 -23 0 0,0.962196492328076,13.005362636,171.566089071,13.775426461,212.173170344,817,4,1.263875435,100
[-0.999290 +/- 5.00e-7],-ffd1724dfb8516e978d4fdf3b -64 2843ebeb -34,[0.999644825000141227455685566383 +/- 3.68e-31],ffe8b926fdc28b74bc6a7ef9d -64 0 0,true,true,true,[1.7863 +/- 6.09e-5],72530ca1 -1e 15fba001 -2b,1.78636085800838,[+/- 2.00e-4],20d5c78e4e9d90fb71e9708bf -6e 272fbf85 -2b,0.000199998223435408,[0.931 +/- 9.11e-4],77320dc3 -1f b63b883 -26,[0.962196863547433167695999145508 +/- 1.88e-31],3d94a2275 -22 0 0,0.962196863547434,13.007713937,169.667146078,13.850632825,212.920694467,816,4,1.22725687,100
