α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.6000 +/- 6.67e-5],-99976a5c792172921735ee401 -64 22f3d93d -2c,[0.799983333385685298007790796266 +/- 4.39e-32],6665da971e485ca485cd7b9 -5b 0 0,true,true,true,[0.878 +/- 2.68e-4],382efc7b -1e 11c62801 -29,0.878003418446042,[+/- 4.84e-4],3f64fed3 -2a 3f64fed3 -2a,0.000483661753150955,[0.93 +/- 5.68e-3],7672753b -1f 11160b85 -26,[0.958785585768055170774459838867 +/- 1.88e-31],3d5cbe37b -22 0 0,0.958785585768056,0.070185533,0.763966068,5.070638278,60.089068944,8,16,0.063450097,100
[-0.5999 +/- 3.34e-5],-99930be151cabfb645a1cac07 -64 22f3d93d -2c,[0.799950000052282115481361302044 +/- 2.52e-31],ccc985f0a8e55fdb22d0e5603 -64 0 0,true,true,true,[0.878 +/- 2.90e-4],705d46ad -1f 11c57c01 -29,0.877982145175793,[+/- 4.87e-4],1fda4dc5 -29 1fda4dc5 -29,0.000486034380628553,[0.93 +/- 5.66e-3],7672c0cb -1f 10f1ba85 -26,[0.958685120305744931101799011230 +/- 4.69e-31],7ab631ab7 -23 0 0,0.958685120305745,0.062655329,0.957925552,5.065406682,60.374183003,8,16,0.063065618,100
[-0.5998 +/- 6.67e-5],-998ead662a740cda740da740d -64 8bcf64f -2a,[0.799916666718878932954931807822 +/- 4.59e-31],6663ab598a9d03369d0369d03 -63 0 0,true,true,true,[0.878 +/- 3.06e-4],382e5f19 -1e 11c4e801 -29,0.877965858206608,[+/- 4.86e-4],1fc99269 -29 1fc99269 -29,0.000485037083308271,[0.93 +/- 5.66e-3],3b39756b -1e 10f19d05 -26,[0.958727912016911432147026062012 +/- 2.82e-31],7ab798a1f -23 0 0,0.958727912016912,0.051905524,0.620177447,5.051928269,60.322190375,6,16,0.063298099,100
[-0.5998 +/- 6.67e-5],-4cc52775818eacff513cc1e09 -63 22f3d93d -2c,[0.799883333385475750428502313601 +/- 3.35e-31],ccc52775818eacff513cc1e09 -64 0 0,true,true,true,[0.878 +/- 3.20e-4],705c48fd -1f 11c47401 -29,0.877951872535505,[+/- 4.84e-4],3f617ead -2a 3f617ead -2a,0.000483557427742199,[0.93 +/- 5.65e-3],3b3982a7 -1e 10f2f505 -26,[0.958791240671416744589805603027 +/- 3.44e-31],7ab9abdf3 -23 0 0,0.958791240671417,0.066118072,0.783446546,5.146692989,61.31979768,8,16,0.062916895,100
[-0.5997 +/- 3.34e-5],-1330be0dfb78d4e45a1cac083 -61 8bcf64f -2a,[0.799850000052072567902072819379 +/- 1.28e-31],3330be0dfb78d4e45a1cac083 -62 0 0,true,true,true,[0.878 +/- 3.40e-4],382dcecd -1e 11c3c801 -29,0.877931421623089,[+/- 4.85e-4],1fc89667 -29 1fc89667 -29,0.000484978408167081,[0.93 +/- 5.65e-3],ece696f -1c 10f25705 -26,[0.958731217833701521158218383789 +/- 6.25e-32],3d5bda2e9 -22 0 0,0.958731217833702,0.048323305,0.66152497,4.988030372,61.194119047,6,16,0.066887773,100
[-0.5996 +/- 6.67e-5],-998191f4b46ff446ff513cc1d -64 22f3d93d -2c,[0.799816666718669385375643325156 +/- 2.92e-31],6660647d2d1bfd11bfd44f307 -63 0 0,true,true,true,[0.878 +/- 3.57e-4],705b0d6b -1f 11c33401 -29,0.877914216369846,[+/- 4.85e-4],1fc7f433 -29 1fc7f433 -29,0.000484940642309085,[0.93 +/- 5.64e-3],76737bc3 -1f 10f2b685 -26,[0.958733229053905233740806579590 +/- 1.57e-31],7ab7c53c3 -23 0 0,0.958733229053906,0.054429285,0.614591343,5.115993442,59.657977532,6,16,0.063500192,100
[-0.5996 +/- 6.67e-5],-997d33798d19416b2dbd19423 -64 8bcf64f -2a,[0.799783333385266202849213830934 +/- 4.99e-31],ccbe99bcc68ca0b596de8ca11 -64 0 0,true,true,true,[0.878 +/- 3.71e-4],705a9929 -1f 11c2bc01 -29,0.877900343388774,[+/- 4.84e-4],3f5de727 -2a 3f5de727 -2a,0.000483450381125295,[0.93 +/- 5.64e-3],76739587 -1f 10f40c85 -26,[0.958797011378919705748558044434 +/- 4.07e-31],7ab9dc47b -23 0 0,0.95879701137892,0.062693221,0.778323391,5.087048817,61.280115078,8,16,0.068486578,100
[-0.5995 +/- 3.34e-5],-132f1a9fccb851d1eb851eb85 -61 22f3d93d -2c,[0.799750000051863020322784336713 +/- 2.95e-31],332f1a9fccb851d1eb851eb85 -62 0 0,true,true,true,[0.878 +/- 3.88e-4],705a0951 -1f 11c22401 -29,0.877883178182401,[+/- 4.84e-4],3f5ced75 -2a 3f5ced75 -2a,0.000483421312765131,[0.93 +/- 5.64e-3],3b39e2cd -1e 11189e05 -26,[0.958798652922268956899642944336 +/- 6.25e-32],3d5cf5067 -22 0 0,0.958798652922269,0.063631602,0.768768935,5.005682484,60.339029889,8,16,0.062803209,100
[-0.5994 +/- 6.67e-5],-4cba3b419f35edd9c54a69217 -63 8bcf64f -2a,[0.799716666718459837796354842491 +/- 8.70e-32],ccba3b419f35edd9c54a69217 -64 0 0,true,true,true,[0.878 +/- 4.05e-4],7059797f -1f 11c19c01 -29,0.877866017632642,[+/- 4.84e-4],3f5bfa1f -2a 3f5bfa1f -2a,0.000483392984733655,[0.93 +/- 5.63e-3],7673f5ab -1f 1118fa85 -26,[0.958800262742443010210990905762 +/- 2.82e-31],7ab9f78df -23 0 0,0.958800262742443,0.062838487,0.783958897,5.006488264,61.7130033,8,16,0.063234497,100
[-0.5994 +/- 6.67e-5],-99701808171528d7b900aec33 -64 22f3d93d -2c,[0.799683333385056655269925348268 +/- 3.32e-31],ccb80c040b8a946bdc8057619 -64 0 0,true,true,true,[0.878 +/- 4.21e-4],e0b1ef5 -1c 11c11001 -29,0.877850523218968,[+/- 4.86e-4],1fca165d -29 1fca165d -29,0.000485067806039297,[0.93 +/- 5.63e-3],76741ab -1b 1119d805 -26,[0.958729315985692664980888366699 +/- 2.19e-31],7ab7a468f -23 0 0,0.958729315985693,0.064469133,0.933982414,4.93349045,59.900160875,8,16,0.061937326,100
[-0.5993 +/- 3.34e-5],-996bb98cefbe75fbe76c8b439 -64 8bcf64f -2a,[0.799650000051653472743495854047 +/- 4.62e-31],332d77319df7cebf7ced91687 -62 0 0,true,true,true,[0.878 +/- 4.42e-4],70584877 -1f 11c07c01 -29,0.877829621546426,[+/- 4.84e-4],3f6a64f -26 3f6a64f -26,0.000483822652313393,[0.93 +/- 5.62e-3],76746967 -1f 111b8385 -26,[0.958782811008859425783157348633 +/- 1.88e-31],3d5cb2945 -22 0 0,0.95878281100886,0.069199601,0.860758684,5.057189397,61.447446062,9,16,0.062932985,100
[-0.5992 +/- 6.67e-5],-4cb3ad88e433e1900aec33e1f -63 22f3d93d -2c,[0.799616666718250290217066359825 +/- 2.55e-31],ccb3ad88e433e1900aec33e1f -64 0 0,true,true,true,[0.878 +/- 4.60e-4],1c15eb1b -1d 11bfc801 -29,0.877810998820224,[+/- 4.85e-4],3f896e57 -2a 3f896e57 -2a,0.000484747618884285,[0.93 +/- 5.61e-3],1d9d277b -1d 11191505 -26,[0.958743868133751675486564636230 +/- 4.69e-31],7ab81e7b7 -23 0 0,0.958743868133752,0.051161613,0.800109263,4.903620448,60.407470025,6,16,0.062419661,100
[-0.5992 +/- 6.67e-5],-9962fc96a1111044444444443 -64 22f3d93d -2c,[0.799583333384847107690636865602 +/- 1.65e-31],ccb17e4b50888822222222221 -64 0 0,true,true,true,[0.878 +/- 4.71e-4],705753fd -1f 11bf6c01 -29,0.877800446004131,[+/- 4.87e-4],3fc0b5fd -2a 3fc0b5fd -2a,0.000486395087591518,[0.93 +/- 5.61e-3],7674a1af -1f 111b2885 -26,[0.958674069232074543833732604980 +/- 4.69e-31],7ab5d4f77 -23 0 0,0.958674069232075,0.063328898,0.95608606,5.043984801,60.278585038,8,16,0.062873293,100
[-0.5991 +/- 3.34e-5],-995e9e1b79ba5d6872b020c49 -64 8bcf64f -2a,[0.799550000051443925164207371380 +/- 3.72e-31],332bd3c36f374bad0e5604189 -62 0 0,true,true,true,[0.878 +/- 4.97e-4],705677d5 -1f 11bea401 -29,0.877774178050914,[+/- 4.88e-4],ff694b1 -28 ff694b1 -28,0.000487158396936139,[0.93 +/- 5.60e-3],76750f15 -1f 111a3685 -26,[0.958642273995792493224143981934 +/- 4.07e-31],7ab4ca3fb -23 0 0,0.958642273995793,0.065772225,0.949882255,5.009370428,61.200089931,8,16,0.062448657,100
[-0.5990 +/- 6.67e-5],-4cad1fd02931d546508dfea27 -63 22f3d93d -2c,[0.799516666718040742637777877159 +/- 4.22e-31],ccad1fd02931d546508dfea27 -64 0 0,true,true,true,[0.878 +/- 5.10e-4],70560817 -1f 11be2c01 -29,0.87776084337429,[+/- 4.84e-4],1fabaa53 -29 1fabaa53 -29,0.000483254511891574,[0.93 +/- 5.60e-3],3b3a92c1 -1e 111adb05 -26,[0.958808631956344470381736755371 +/- 9.38e-32],7aba3dc2b -23 0 0,0.958808631956345,0.063855507,0.791634157,5.156211635,61.348585403,8,16,0.062346923,100
[-0.5990 +/- 6.67e-5],-265578494ac33dec33e1f6715 -62 8bcf64f -2a,[0.799483333384637560111348382937 +/- 2.14e-31],665578494ac33dec33e1f6715 -63 0 0,true,true,true,[0.878 +/- 5.24e-4],382aca1 -1a 11bdd001 -29,0.877747008577444,[+/- 4.85e-4],1fbea259 -29 1fbea259 -29,0.000484385142954125,[0.93 +/- 5.60e-3],ecea7f -18 111eaf05 -26,[0.958760799083393067121505737305 +/- 3.13e-31],3d5c56413 -22 0 0,0.958760799083394,0.079099462,0.791900552,5.064713831,60.177811617,8,16,0.061994665,100
[-0.5989 +/- 3.34e-5],-995182aa03b644d4fdf3b6459 -64 22f3d93d -2c,[0.799450000051234377584918888714 +/- 2.05e-31],332a30554076c89a9fbe76c8b -62 0 0,true,true,true,[0.878 +/- 5.46e-4],7054db4b -1f 11bd0401 -29,0.877724951133587,[+/- 4.85e-4],fe28af5 -28 fe28af5 -28,0.000484769678223529,[0.93 +/- 5.59e-3],eceb217 -1c 111c7405 -26,[0.958744951582048088312149047852 +/- 4.38e-31],3d5c13c91 -22 0 0,0.958744951582049,0.061610296,0.942448484,4.959405259,61.426321053,8,16,0.065894587,100
[-0.5988 +/- 6.67e-5],-994d242edc5f91f92c5f92c5f -64 8bcf64f -2a,[0.799416666717831195058489394492 +/- 4.12e-31],cca692176e2fc8fc962fc962f -64 0 0,true,true,true,[0.878 +/- 5.63e-4],70544c5f -1f 11bc6401 -29,0.877707894891956,[+/- 4.85e-4],fe0931b -28 fe0931b -28,0.000484535054056324,[0.93 +/- 5.58e-3],3b3ae02f -1e 111b4205 -26,[0.958755337109323590993881225586 +/- 6.25e-32],3d5c3f587 -22 0 0,0.958755337109324,0.051061853,0.777833852,5.019469783,59.636305105,6,16,0.062477201,100
[-0.5988 +/- 6.67e-5],-2652316ced4237c756b2dbd19 -62 22f3d93d -2c,[0.799383333384428012532059900271 +/- 3.81e-31],6652316ced4237c756b2dbd19 -63 0 0,true,true,true,[0.878 +/- 5.82e-4],3829d6b7 -1e 11bbd801 -29,0.877688931301691,[+/- 4.87e-4],1fdf2eb3 -29 1fdf2eb3 -29,0.000486325169731572,[0.93 +/- 5.57e-3],7675fcd5 -1f 111c1285 -26,[0.958679664472583681344985961914 +/- 6.25e-32],3d5b01f39 -22 0 0,0.958679664472584,0.066458599,0.983302891,4.919463374,60.350352841,8,16,0.061879687,100
