α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.9998995 +/- 5.00e-8],-3ffe5a5e1a693e645a1cac083 -62 35afe539 -37,[0.999949737500012103330604418261 +/- 1.96e-31],7ffe5a5e1a693e645a1cac083 -63 0 0,true,true,true,[1.7868 +/- 8.78e-5],e4b7219 -1b 19b48001 -2b,1.78688774630439,[+/- 2.50e-4],93cb8c177af5889f01bb49eb3 -70 1c956dbb -2a,0.00024998658065444,[0.93 +/- 2.00e-3],77338121 -1f c0ed883 -26,[0.957729524496244266629219055176 +/- 2.19e-31],7a96e18d1 -23 0 0,0.957729524496245,143.236212684,590.122442896,23.259221325,688.955796358,5770,4,214.463949101,100
[-0.9998994 +/- 5.01e-8],-fff968a1aa101c624dd2f1a9f -64 1ad7f29d -36,[0.999949712500012052762698999685 +/- 4.21e-31],fffcb450d5080e3126e978d4f -64 0 0,true,true,true,[1.7868 +/- 8.00e-5],725b7 -12 19b14001 -2b,1.78687990643096,[+/- 2.50e-4],92f18004314bb08f680da567 -6c 1ccb6f2b -2a,0.000249979038027992,[0.93 +/- 1.99e-3],77331eaf -1f c0e9883 -26,[0.957730254856869578361511230469 +/- 2.50e-31],f52dcf5b -20 0 0,0.95773025485687,142.601786865,583.703105355,23.052822483,686.08360699,5767,4,214.271993593,100
[-0.9998994 +/- 5.00e-8],-7ffcb3e5753d9f99999999999 -63 1ad7f29d -36,[0.999949687500012002194793581111 +/- 1.75e-31],fffcb3e5753d9f99999999999 -64 0 0,true,true,true,[1.7868 +/- 9.24e-5],e4b7487 -1b 19adc001 -2b,1.7868923302741,[+/- 2.50e-4],49c347ed705170f37fb6842a5 -6f e539231 -29,0.000249993541892621,[0.93 +/- 2.01e-3],7733cf9b -1f c0e7783 -26,[0.957728881679940968751907348633 +/- 1.88e-31],3d4b6e145 -22 0 0,0.957728881679941,142.08852367,584.768004634,23.289827161,687.440972205,5764,4,213.985585556,100
[-0.9998993 +/- 5.01e-8],-7ffcb37a157331020c49ba5e3 -63 35afe539 -37,[0.999949662500011951626888162536 +/- 2.30e-31],fffcb37a157331020c49ba5e3 -64 0 0,true,true,true,[1.7868 +/- 7.00e-5],392da34d -1d 19aa8001 -2b,1.78686998598289,[+/- 2.50e-4],126e85b6f9954f0c23cfb3559 -6d 1caac789 -2a,0.000249979258785486,[0.93 +/- 1.99e-3],77332981 -1f c0e3183 -26,[0.957730353518854826688766479492 +/- 1.88e-31],3d4b7440b -22 0 0,0.957730353518855,140.518703598,578.524402,22.95878168,680.211563828,5761,4,213.846645262,100
[-0.9998993 +/- 5.00e-8],-fff9661d6b5184d4fdf3b6459 -64 1ad7f29d -36,[0.999949637500011901058982743961 +/- 1.55e-31],3fff2cc3ad6a309a9fbe76c8b -62 0 0,true,true,true,[1.7868 +/- 8.98e-5],e4b7335 -1b 19a78001 -2b,1.78688976541173,[+/- 2.50e-4],92e742cacd2ce6b5fcfd7e6fb -70 399e85b7 -2b,0.00024999791962736,[0.93 +/- 1.99e-3],3b9994cd -1e c0dfb03 -26,[0.957728541950928047299385070801 +/- 2.19e-31],7a96d94f1 -23 0 0,0.957728541950928,142.854996868,587.318970597,23.384156352,690.002406296,5758,4,213.219176124,100
[-0.9998992 +/- 5.01e-8],-fff96546abbca7a5e353f7ced -64 35afe539 -37,[0.999949612500011850491077325386 +/- 2.50e-31],7ffe5951aaef29e978d4fdf3b -63 0 0,true,true,true,[1.7869 +/- 6.97e-5],1c970ebb -1c 19a48001 -2b,1.78692819178116,[+/- 2.50e-4],24ff94e6d97cdc63e4a0c257b -6e 390f8bb1 -2b,0.00024997226122413,[0.93 +/- 2.02e-3],773447b3 -1f c0de683 -26,[0.957730256748618558049201965332 +/- 3.13e-32],7a96e7b19 -23 0 0,0.957730256748619,142.392034671,586.128722885,23.017903602,687.264211795,5755,4,213.443985342,100
[-0.9998992 +/- 5.00e-8],-1fff2c8dfd84f94ed916872b -5d 1ad7f29d -36,[0.999949587500011799923171906812 +/- 3.46e-31],3fff2c8dfd84f94ed916872b -5e 0 0,true,true,true,[1.7868 +/- 5.57e-5],1c96c2bf -1c 19a08001 -2b,1.78685569763195,[+/- 2.50e-4],93c224d3b3b94265b50fc7877 -70 3930943f -2b,0.00024999418120058,[0.93 +/- 1.99e-3],1dccc5b3 -1d c0d9203 -26,[0.957729260961059480905532836914 +/- 6.25e-32],3d4b6fab9 -22 0 0,0.95772926096106,143.62835268,594.316821201,23.179997426,694.324997841,5753,4,212.950497191,100
[-0.9998991 +/- 5.01e-8],-3ffe58e64b24bb51eb851eb85 -62 35afe539 -37,[0.999949562500011749355266488237 +/- 5.90e-32],7ffe58e64b24bb51eb851eb85 -63 0 0,true,true,true,[1.7869 +/- 6.22e-5],725c5a09 -1e 199de001 -2b,1.78693556040537,[+/- 2.50e-4],93c9be5e27d4167551f63155b -70 1c963371 -2a,0.000249991369978238,[0.93 +/- 2.02e-3],ee68709 -1c c0d7c03 -26,[0.957728554029017686843872070313 +/- 5.00e-31],7a96d969 -1f 0 0,0.957728554029018,141.210485403,582.46080826,22.992435814,682.19705164,5750,4,212.677884203,100
[-0.9998991 +/- 5.00e-8],-fff962c26cfe10189374bc6a7 -64 1ad7f29d -36,[0.999949537500011698787361069662 +/- 3.26e-31],fffcb161367f080c49ba5e353 -64 0 0,true,true,true,[1.7869 +/- 8.03e-5],392e06f3 -1d 199a8001 -2b,1.78691738285136,[+/- 2.50e-4],4a2aa68899e64371d105fbc4d -6f 38e6efe3 -2b,0.000249993708575991,[0.93 +/- 2.02e-3],773407bd -1f c0d4283 -26,0.957728571258485317230224609375,3d4b6cc7 -1e 0 0,0.957728571258486,141.79551573,583.881501482,23.144336586,682.422195668,5747,4,212.044931925,100
[-0.9998990 +/- 5.01e-8],-fff961ebad6932e978d4fdf3b -64 35afe539 -37,[0.999949512500011648219455651087 +/- 7.92e-32],fffcb0f5d6b49974bc6a7ef9d -64 0 0,true,true,true,[1.7868 +/- 6.06e-5],392d5e9f -1d 1996c001 -2b,1.78683708980691,[+/- 2.50e-4],93acf1a256505bce3bf1a391 -6c 393a9491 -2b,0.000249989720278857,[0.93 +/- 1.97e-3],3b993585 -1e c0ce203 -26,[0.957729858200764283537864685059 +/- 4.07e-31],7a96e459b -23 0 0,0.957729858200765,140.4958359,577.957703906,22.979009726,681.411663763,5744,4,211.797535366,100
[-0.9998990 +/- 5.00e-8],-7ffcb08a76ea2add2f1a9fbe7 -63 1ad7f29d -36,[0.999949487500011597651550232512 +/- 4.84e-31],fffcb08a76ea2add2f1a9fbe7 -64 0 0,true,true,true,[1.7868 +/- 9.09e-5],725b9ec1 -1e 1993e001 -2b,1.78689083457005,[+/- 2.50e-4],49d5b8bed5ee8841f8cfaa90d -6f 393c13c3 -2b,0.000249995282710606,[0.93 +/- 2.01e-3],1dccecbb -1d c0cd103 -26,[0.957728752226103097200393676758 +/- 1.88e-31],3d4b6d895 -22 0 0,0.957728752226104,142.059199008,587.59103193,23.294581273,688.353250631,5741,4,211.455690467,100
[-0.9998989 +/- 5.01e-8],-7ffcb01f171fbc45a1cac0831 -63 35afe539 -37,[0.999949462500011547083644813938 +/- 1.12e-31],fffcb01f171fbc45a1cac0831 -64 0 0,true,true,true,[1.7868 +/- 5.70e-5],392d885d -1d 19908001 -2b,1.78685694746685,[+/- 2.50e-4],934187948499b85d059d53469 -70 39712c03 -2b,0.00024999630991931,[0.93 +/- 1.98e-3],3b996fd9 -1e c0c8603 -26,[0.957729066198226064443588256836 +/- 6.25e-32],3d4b6eda7 -22 0 0,0.957729066198227,140.917129996,580.797135535,22.895840446,679.863190242,5738,4,211.347583004,100
[-0.9998989 +/- 5.00e-8],-fff95f676eaa9b5c28f5c28f5 -64 1ad7f29d -36,[0.999949437500011496515739395363 +/- 4.97e-31],7ffe57d9dbaaa6d70a3d70a3d -63 0 0,true,true,true,[1.7869 +/- 8.47e-5],392dfdad -1d 198dc001 -2b,1.78691286593687,[+/- 2.50e-4],948a979f31c745557955e76f5 -70 1c66308f -2a,0.000249994363639101,[0.93 +/- 2.02e-3],77341ec7 -1f c0c7383 -26,[0.957728569337632507085800170898 +/- 4.38e-31],3d4b6cc4f -22 0 0,0.957728569337633,141.441247807,584.878892641,23.232874892,684.990534855,5735,4,210.679034576,100
[-0.9998988 +/- 5.01e-8],-1fff2bd215e2b7c5a1cac0831 -61 1ad7f29d -36,[0.999949412500011445947833976788 +/- 9.16e-32],3fff2bd215e2b7c5a1cac0831 -62 0 0,true,true,true,[1.7868 +/- 9.18e-5],725ba2d7 -1e 198a2001 -2b,1.7868917360903,[+/- 2.50e-4],49cbd6b029ec13bce2c2186bb -6f 3942c0c9 -2b,0.000249971387479918,[0.93 +/- 2.00e-3],77339587 -1f c0c3083 -26,[0.957730761787388473749160766602 +/- 4.38e-31],3d4b75f71 -22 0 0,0.957730761787389,140.840490021,579.339634414,23.007074476,680.453095956,5733,4,210.670824432,100
[-0.9998988 +/- 5.00e-8],-3ffe576e7be0383f7ced91687 -62 35afe539 -37,[0.999949387500011395379928558213 +/- 3.14e-31],7ffe576e7be0383f7ced91687 -63 0 0,true,true,true,[1.7868 +/- 6.33e-5],725b2b57 -1e 1986a001 -2b,1.78686321899307,[+/- 2.50e-4],9392ac2be95e65c9699da738d -70 39486cdb -2b,0.000249995004305197,[0.93 +/- 1.98e-3],3b996895 -1e c0be803 -26,[0.957729102345183491706848144531 +/- 2.50e-31],f52dbc05 -20 0 0,0.957729102345184,141.655256691,585.805360282,23.20206511,685.175889696,5730,4,210.37011854,100
[-0.9998987 +/- 5.01e-8],-fff95ce32fec03ced916872af -64 1ad7f29d -36,[0.999949362500011344812023139638 +/- 7.14e-32],fffcae7197f601e76c8b43957 -64 0 0,true,true,true,[1.7869 +/- 8.26e-5],725c03e7 -1e 1983e001 -2b,1.78691483102751,[+/- 2.50e-4],2541fe6e8bd513f8dc96881fb -6e e23551f -29,0.00024999169830749,[0.93 +/- 2.01e-3],7733d517 -1f c0bce83 -26,[0.957728771434631198644638061523 +/- 4.38e-31],3d4b6d9df -22 0 0,0.957728771434632,140.950296156,582.326043345,23.055629817,683.085781861,5727,4,210.230118776,100
[-0.9998987 +/- 5.00e-8],-fff95c0c7057269fbe76c8b43 -64 35afe539 -37,[0.999949337500011294244117721063 +/- 3.34e-31],fffcae06382b934fdf3b645a1 -64 0 0,true,true,true,[1.7868 +/- 7.82e-5],1c96da97 -1c 19808001 -2b,1.78687819838536,[+/- 2.50e-4],1267586e99121b294af368c07 -6d 1cba0797 -2a,0.000249992616817478,[0.93 +/- 1.99e-3],3b99a41f -1e c0b8e03 -26,[0.957729127025231719017028808594 +/- 2.50e-31],f52dbc6f -20 0 0,0.957729127025232,141.926860178,583.425088583,23.177747731,686.818194611,5724,4,209.401733575,100
[-0.9998986 +/- 5.01e-8],-7ffcad9ad86124b851eb851eb -63 1ad7f29d -36,[0.999949312500011243676212302489 +/- 2.63e-31],fffcad9ad86124b851eb851eb -64 0 0,true,true,true,[1.7869 +/- 9.55e-5],725bcd75 -1e 197d6001 -2b,1.78690180182469,[+/- 2.50e-4],93d37eb4a25ccb143e322e777 -70 e4a1307 -29,0.000249997114942416,[0.93 +/- 2.01e-3],7733d2b5 -1f c0b6683 -26,[0.957728467590641230344772338867 +/- 1.88e-31],3d4b6c57b -22 0 0,0.957728467590642,140.383588457,578.15826883,22.849165671,678.660484866,5721,4,209.372317539,100
[-0.9998986 +/- 5.00e-8],-7ffcad2f7896b620c49ba5e35 -63 35afe539 -37,[0.999949287500011193108306883914 +/- 1.43e-31],fffcad2f7896b620c49ba5e35 -64 0 0,true,true,true,[1.7868 +/- 7.23e-5],392da8bd -1d 197a0001 -2b,1.78687221743178,[+/- 2.50e-4],24c018aa01eedeb65964fc027 -6e 39923bb5 -2b,0.000249999954691601,[0.93 +/- 1.98e-3],7732f995 -1f c0b1d83 -26,[0.957728577428497374057769775391 +/- 3.75e-31],1ea5b666d -21 0 0,0.957728577428498,141.834544058,585.597701779,23.172238389,684.689177683,5719,4,209.34557075,100
[-0.9998985 +/- 5.01e-8],-fff9598831988f126e978d4fd -64 1ad7f29d -36,[0.999949262500011142540401465339 +/- 2.43e-31],7ffe56620c6623c49ba5e353f -63 0 0,true,true,true,[1.7868 +/- 5.06e-5],725af6bf -1e 1976a001 -2b,1.78685056045663,[+/- 2.50e-4],24dd49e5f22a20a4f2a5999a1 -6e 3956fba5 -2b,0.000249993505450665,[0.93 +/- 1.98e-3],7732e0e9 -1f c0ae683 -26,[0.957729378831572830677032470703 +/- 1.25e-31],1ea5b8151 -21 0 0,0.957729378831573,140.028612185,576.101511794,22.688942982,678.099171508,5716,4,209.074781958,100
[-0.9998985 +/- 5.00e-8],-fff958b17203b1e353f7ced91 -64 35afe539 -37,[0.999949237500011091972496046764 +/- 1.63e-31],1fff958b17203b1e353f7ced9 -61 0 0,true,true,true,[1.7869 +/- 9.75e-5],725bc4d7 -1e 1973e001 -2b,1.78689967654657,[+/- 2.50e-4],4a4eb3002d66f5bddab1d35c7 -6f e30d505 -29,0.000249996987369895,[0.93 +/- 2.00e-3],7733b027 -1f c0ac783 -26,[0.957728503504768013954162597656 +/- 2.50e-31],f52db1f9 -20 0 0,0.957728503504768,142.027409825,585.420822088,23.244583571,687.141504328,5713,4,208.878769814,100
[-0.9998984 +/- 5.01e-8],-3ffe55f6ac9bb52d0e5604189 -62 1ad7f29d -36,[0.999949212500011041404590628190 +/- 4.33e-31],7ffe55f6ac9bb52d0e5604189 -63 0 0,true,true,true,[1.7868 +/- 9.79e-5],725bbd63 -1e 1970a001 -2b,1.78689787536871,[+/- 2.50e-4],93966f7d51bf1a0fba5ae411f -70 e51330d -29,0.00024998199508669,[0.93 +/- 2.01e-3],ee6783 -18 c0a9503 -26,[0.957729792338795959949493408203 +/- 1.25e-31],1ea5b8f31 -21 0 0,0.957729792338796,140.480803242,577.478442645,22.880926108,679.752143486,5710,4,208.296349293,100
[-0.9998984 +/- 5.00e-8],-1fff2ae07e5b3ef0a3d70a3d7 -61 35afe539 -37,[0.999949187500010990836685209615 +/- 2.84e-32],3fff2ae07e5b3ef0a3d70a3d7 -62 0 0,true,true,true,[1.7868 +/- 8.58e-5],1c96e2a7 -1c 196d4001 -2b,1.78688574396086,[+/- 2.50e-4],4a00e1fcab5691390b5503a1f -6f 3910bdaf -2b,0.000249993977794167,[0.93 +/- 2.00e-3],3b99b85 -1a c0a5703 -26,[0.957728922716341912746429443359 +/- 3.75e-31],1ea5b7203 -21 0 0,0.957728922716342,137.68598806,572.256550986,22.493014305,674.903599841,5707,4,208.009266462,100
[-0.9998983 +/- 5.01e-8],-fff9562d33451a5604189374b -64 1ad7f29d -36,[0.999949162500010940268779791040 +/- 4.13e-31],fffcab1699a28d2b020c49ba5 -64 0 0,true,true,true,[1.7868 +/- 6.15e-5],e4b5703 -1b 1969c001 -2b,1.78683552704763,[+/- 2.50e-4],1269fb868f0a60aa77168dcf -69 1cb51c53 -2a,0.00024999790914933,[0.93 +/- 1.96e-3],3b993023 -1e c0a0903 -26,[0.957729184388881549239158630371 +/- 9.38e-32],7a96deb2b -23 0 0,0.957729184388882,137.835530574,577.286300245,22.883309266,677.125588601,5704,4,207.724417992,100
[-0.9998983 +/- 5.00e-8],-7ffcaaab39d81e9374bc6a7ef -63 1ad7f29d -36,[0.999949137500010889700874372465 +/- 8.17e-33],fffcaaab39d81e9374bc6a7ef -64 0 0,true,true,true,[1.7869 +/- 9.53e-5],1c96f369 -1c 19670001 -2b,1.78690167889011,[+/- 2.50e-4],94036426f68667635b10ea3fd -70 1c87eedf -2a,0.00024999351643163,[0.93 +/- 2.00e-3],3b99c19f -1e c09f303 -26,[0.957728773239068686962127685547 +/- 1.25e-31],1ea5b6cff -21 0 0,0.957728773239069,137.590452868,574.641668531,22.689719319,675.693959206,5702,4,207.478181639,100
[-0.9998982 +/- 5.01e-8],-7ffcaa3fda0daffbe76c8b439 -63 35afe539 -37,[0.999949112500010839132968953890 +/- 3.97e-31],fffcaa3fda0daffbe76c8b439 -64 0 0,true,true,true,[1.7869 +/- 8.84e-5],725bea5b -1e 1963e001 -2b,1.78690850175929,[+/- 2.50e-4],946d838b8063ca05840fba445 -70 1c6d7d1d -2a,0.000249994802260376,[0.93 +/- 2.01e-3],7733b881 -1f c09c683 -26,[0.957728583918651565909385681152 +/- 3.44e-31],7a96d9a93 -23 0 0,0.957728583918652,137.836801595,574.641967777,22.91194541,676.152825088,5699,4,206.976775253,100
[-0.9998982 +/- 5.00e-8],-fff953a8f48682c8b43958105 -64 1ad7f29d -36,[0.999949087500010788565063535315 +/- 1.21e-32],7ffe54ea3d21a0b22d0e56041 -63 0 0,true,true,true,[1.7868 +/- 6.57e-5],725b36b9 -1e 19606001 -2b,1.78686564788234,[+/- 2.50e-4],49fa28621bc4554a29541f4c9 -6f e45c7f -25,0.000249991430122062,[0.93 +/- 1.98e-3],3b998439 -1e c097e03 -26,[0.957729375804774463176727294922 +/- 1.25e-31],1ea5b8137 -21 0 0,0.957729375804775,136.948139533,568.975663642,22.644501369,675.060516518,5696,4,206.762143149,100
[-0.9998981 +/- 5.01e-8],-fff952d234f1a599999999999 -64 35afe539 -37,[0.999949062500010737997158116740 +/- 4.17e-31],3fff2a5a469e34b3333333333 -62 0 0,true,true,true,[1.7868 +/- 5.09e-5],725af8eb -1e 195d2001 -2b,1.78685088828218,[+/- 2.50e-4],93005dd78e9acc9991e51f11 -6c 3992117 -27,0.000249998654428342,[0.93 +/- 1.97e-3],3b9933ed -1e c093b03 -26,[0.957728939683875069022178649902 +/- 3.44e-31],7a96dca53 -23 0 0,0.957728939683876,136.809037027,571.329027426,22.682490544,674.859052074,5693,4,206.593049092,100
[-0.9998981 +/- 5.00e-8],-3ffe547edd57321a9fbe76c8b -62 1ad7f29d -36,[0.999949037500010687429252698166 +/- 1.79e-31],7ffe547edd57321a9fbe76c8b -63 0 0,true,true,true,[1.7869 +/- 9.46e-5],1c96f403 -1c 195a4001 -2b,1.78690215758991,[+/- 2.50e-4],25058d67043102f5e112fdd9 -6a 3905c1d5 -2b,0.000249988301565367,[0.93 +/- 2.01e-3],7733f1ab -1f c093283 -26,[0.957729208515956997871398925781 +/- 2.50e-31],f52dbdcd -20 0 0,0.957729208515957,136.810578449,571.810868653,22.781659394,671.910271457,5690,4,206.206595749,100
[-0.9998980 +/- 5.01e-8],-3ffe54492d71faced916872b -5e 35afe539 -37,[0.999949012500010636861347279591 +/- 2.26e-31],7ffe54492d71faced916872b -5f 0 0,true,true,true,[1.7869 +/- 7.14e-5],e4b8623 -1b 19574001 -2b,1.78692527301621,[+/- 2.50e-4],953e1a1f1145855ee8452ca67 -70 3872351b -2b,0.000249991256456922,[0.93 +/- 2.02e-3],77342901 -1f c090183 -26,[0.957728685229085385799407958984 +/- 3.75e-31],1ea5b6a0b -21 0 0,0.957728685229086,138.146916978,575.265025042,22.900819305,677.438291959,5688,4,205.509146334,100
[-0.9998980 +/- 5.00e-8],-fff9504df6330e0c49ba5e353 -64 1ad7f29d -36,[0.999948987500010586293441861016 +/- 1.59e-31],fffca826fb19870624dd2f1a9 -64 0 0,true,true,true,[1.7869 +/- 9.70e-5],725bc5db -1e 1953e001 -2b,1.78689968027186,[+/- 2.50e-4],948e859999806efd7c2fa1a3b -70 38caee41 -2b,0.000249998209005732,[0.93 +/- 2.01e-3],7733c27d -1f c08c483 -26,[0.957728400186169892549514770508 +/- 1.88e-31],3d4b6c0f5 -22 0 0,0.95772840018617,136.791484411,573.180719714,23.007370242,676.14351242,5685,4,205.340043712,100
[-0.9998979 +/- 5.01e-8],-fff94f77369e30dd2f1a9fbe7 -64 35afe539 -37,[0.999948962500010535725536442441 +/- 2.46e-31],fffca7bb9b4f186e978d4fdf3 -64 0 0,true,true,true,[1.7868 +/- 7.63e-5],392db1cd -1d 19508001 -2b,1.78687622956943,[+/- 2.50e-4],93f781a51f4468373ae52c205 -70 1c8b226f -2a,0.000249996946941004,[0.93 +/- 2.00e-3],77336447 -1f c088783 -26,[0.957728784240316599607467651367 +/- 1.88e-31],3d4b6dabb -22 0 0,0.957728784240317,137.573398702,569.894262927,22.558106536,675.808324487,5682,4,204.93466234,100
[-0.9998979 +/- 5.00e-8],-7ffca7503b84a9d70a3d70a3d -63 1ad7f29d -36,[0.999948937500010485157631023867 +/- 3.50e-31],fffca7503b84a9d70a3d70a3d -64 0 0,true,true,true,[1.7869 +/- 6.79e-5],725c3fb3 -1e 194da001 -2b,1.78692868351948,[+/- 2.50e-4],952ecfc594d340d2e77107345 -70 e1e4cc9 -29,0.00024998639205372,[0.93 +/- 2.02e-3],77341c7 -1b c086903 -26,[0.957729056186508387327194213867 +/- 1.88e-31],3d4b6ecfb -22 0 0,0.957729056186509,139.053221045,578.472312471,23.028492086,679.527884754,5679,4,204.816319529,100
