α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.003125 +/- 1.96e-7],-cccb29606ad918ed916872b01 -6c 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565175 +/- 6.45e-7],3215ea730c5e3 -31 322e1a6f -33,1.56517564462252,[+/- 1.29e-8],74aa3c4f304a11035fc4a74d -7a 19d3f997 -38,1.28043519509064e-8,[0.999 +/- 3.07e-4],7fe735e5 -1f 21299 -1f,[0.999716852197252592304721474648 +/- 4.79e-31],1ffdae322e5 -29 0 0,0.999716852197253,0.019733965,0.139102306,0.024690683,13.361073101,2,0,0.024907845,100
[-0.003125 +/- 3.91e-7],-6663f14206ac09645a1cac083 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565176 +/- 7.55e-7],c857acb9c3e47 -33 322e0e11 -33,1.56517599366775,[+/- 1.29e-8],74a861350ec1312e904c8b795 -7e 33a74809 -39,1.28036259617383e-8,[0.999 +/- 3.07e-4],ffce6c9 -1c 1094f -1e,[0.999716860192620515590533614159 +/- 3.70e-31],1ffdae36793 -29 0 0,0.999716860192621,0.019733003,0.138267511,0.024627914,13.204426866,2,0,0.025038714,100
[-0.003125 +/- 5.86e-7],-66624dd3d7eb8651eb851eb85 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565176 +/- 4.06e-7],c857afa75677f -33 322e01b5 -33,1.56517634271327,[+/- 1.29e-8],e94d0c251815eef0421479559 -7f 33a69cdd -39,1.28028998949254e-8,[0.999 +/- 3.07e-4],3ff39b55 -1e 4255 -1c,[0.999716868188897933578118681908 +/- 3.47e-31],1ffdae3ac43 -29 0 0,0.999716868188898,0.019681435,0.137663525,0.024574232,13.424159098,2,0,0.024639025,100
[-0.003124 +/- 4.15e-7],-6660aa65a92b033f7ced91687 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565176 +/- 6.92e-7],642bd94a7499b -32 322df559 -33,1.5651766917590701,[+/- 1.29e-8],74a4aef7bfca6b3009e6a07f7 -7e 33a5f3b7 -39,1.28021810019321e-8,[0.999 +/- 3.07e-4],7fe7371 -1b 10959 -1e,[0.999716876106276686186902225018 +/- 4.53e-31],3ffb5c7e08b -2a 0 0,0.999716876106277,0.019934175,0.210188137,0.025011101,13.273609424,2,0,0.025337701,100
[-0.003124 +/- 2.19e-7],-665f06f77a6a802d0e5604189 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565177 +/- 7.07e-7],c857b5827c16b -33 322de8fb -33,1.56517704080516,[+/- 1.29e-8],e945a7c2e20db599b196c8c67 -7f 33a5489 -35,1.28014550121511e-8,[0.999 +/- 3.07e-4],3ff39bb9 -1e 84af -1d,[0.999716884101871983148157596588 +/- 1.35e-31],7ff6b90d3d -27 0 0,0.999716884101872,0.019816913,0.140281444,0.02479445,13.425926853,2,0,0.024935177,100
[-0.003124 +/- 1.72e-7],-665d63894ba9fd1a9fbe76c8b -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565177 +/- 3.90e-7],642bdc380790f -32 322ddc9f -33,1.56517738985153,[+/- 1.29e-8],e941e99d43545ebff65659beb -7f 33a49b69 -39,1.28007219290777e-8,[0.999 +/- 3.07e-4],ffce6fb -1c 84b1 -1d,[0.999716892176593319163657724857 +/- 3.31e-31],3ffb5c8f4a1 -2a 0 0,0.999716892176594,0.019658782,0.13721787,0.024451038,13.217109468,2,0,0.024839916,100
[-0.003124 +/- 3.68e-7],-665bc01b1ce97a083126e978d -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565177 +/- 7.39e-7],c857bb5da254f -33 322dd043 -33,1.56517773889818,[+/- 1.29e-8],e93e337a131e79c3c1625741f -7f 19d1f821 -38,1.27999959556499e-8,[0.999 +/- 3.08e-4],3ff39c1f -1e 84b3 -1d,[0.999716900172643363475799560547 +/- 1.25e-31],1ffdae4bf -21 0 0,0.999716900172644,0.019803888,0.141673606,0.024583028,13.446070135,2,0,0.024888759,100
[-0.003124 +/- 5.63e-7],-665a1cacee28f6f5c28f5c28f -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565178 +/- 6.60e-7],642bdf259ad7f -32 322dc3e3 -33,1.56517808794512,[+/- 1.28e-8],e93a854b163cb9604849a561 -7b 19d1a38b -38,1.27992770324861e-8,[0.999 +/- 3.08e-4],1ff9ce29 -1d 84b5 -1d,[0.999716908091386358137242496014 +/- 3.59e-31],3ffb5ca060b -2a 0 0,0.999716908091387,0.019728615,0.138141653,0.02458394,13.142447911,2,0,0.024886164,100
[-0.003123 +/- 4.38e-7],-6658793ebf6873e353f7ced91 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565178 +/- 4.37e-7],c857c138c932b -33 322db787 -33,1.56517843699234,[+/- 1.28e-8],749b679474f205cefbeb079e1 -7e 33a29bed -39,1.27985510469415e-8,[0.999 +/- 3.08e-4],7fe73905 -1f 212db -1f,[0.999716916087891149800270795822 +/- 1.44e-31],ffed72a3db -28 0 0,0.999716916087892,0.019607715,0.139756558,0.024467289,13.572217101,2,0,0.025036449,100
[-0.003123 +/- 2.43e-7],-6656d5d090a7f0d0e56041893 -6b 1a36e2ed -34,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.565178 +/- 7.87e-7],c857c4265cdd7 -33 322dab29 -33,1.56517878603984,[+/- 1.28e-8],7499888c8db8648e565efc491 -7e 33a1eec7 -39,1.27978180086475e-8,[0.999 +/- 3.08e-4],7fe73969 -1f 212e5 -1f,[0.999716924163067233166657388210 +/- 2.97e-31],3ffb5cb1a27 -2a 0 0,0.999716924163068,0.01992593,0.141952716,0.024862288,13.238442538,2,0,0.025042811,100
