α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.99800 +/- 2.00e-6],-3fdf37329cc2b0147ae147ae1 -62 8637bd1 -2f,[0.998999500001010345417995495154 +/- 2.69e-31],7fdf37329cc2b0147ae147ae1 -63 0 0,true,true,true,[1.785 +/- 4.21e-4],7242aec1 -1e 1a5c7001 -2a,1.78542054444575,[+/- 2.45e-4],40e80b3f4b018c188c99c6931 -6f 3f821fed -2b,0.000244931643043514,[0.931 +/- 9.13e-4],77313a55 -1f bd8ff83 -26,[0.958176260173786431550979614258 +/- 1.88e-31],3d52c2855 -22 0 0,0.958176260173787,2.226697962,103.563140143,10.052758886,165.895085937,290,4,0.975985788,100
[-0.99800 +/- 4.00e-6],-ff7cbb3c83c830f5c28f5c28f -64 8637bd1 -2f,[0.998998500001008322701778752161 +/- 2.36e-31],ffbe5d9e41e4187ae147ae147 -64 0 0,true,true,true,[1.785 +/- 2.75e-4],72404a8f -1e 1a54d001 -2a,1.78527447208785,[+/- 2.72e-4],91cf64727195762c2a914937b -70 1156b36b -29,0.000271338966424747,[0.931 +/- 8.35e-4],772ea8b -1b bd83103 -26,[0.955981146660633385181427001953 +/- 1.25e-31],1e9765c61 -21 0 0,0.955981146660634,2.157293918,87.107485854,11.120833973,211.233420308,288,4,0.983493443,100
[-0.99800 +/- 6.00e-6],-ff7c99ae9485a199999999999 -64 8637bd1 -2f,[0.998997500001006299985562009169 +/- 2.61e-31],3fef9335d290b433333333333 -62 0 0,true,true,true,[1.785 +/- 3.82e-4],1c90836b -1c 1a4f0001 -2a,1.78538193926238,[+/- 2.45e-4],20191567 -2a 20191567 -2a,0.000244888174620428,[0.931 +/- 8.94e-4],3b984c7 -1a bd7f903 -26,[0.958180423680460080504417419434 +/- 4.07e-31],7aa5a7f7b -23 0 0,0.958180423680461,2.203272024,99.142917327,10.509386222,163.208438018,289,4,0.986130706,100
[-0.99799 +/- 4.01e-6],-ff7c7820a543123d70a3d70a3 -64 8637bd1 -2f,[0.998996500001004277269345266176 +/- 2.45e-31],ffbe3c1052a1891eb851eb851 -64 0 0,true,true,true,[1.785 +/- 4.05e-4],1c909b1d -1c 1a48a001 -2a,1.78540444187843,[+/- 2.42e-4],fdca5b8eaaaf6388b1dd99f7d -71 3f3635d5 -2b,0.000241583583450243,[0.931 +/- 9.07e-4],1dcc4199 -1d bd78e03 -26,[0.958463282935554161667823791504 +/- 9.38e-32],7aaeecc35 -23 0 0,0.958463282935555,2.167767537,100.137142273,10.411242414,162.114937568,289,4,0.975764601,100
[-0.99799 +/- 2.01e-6],-ff7c5692b60082e147ae147ad -64 218def45 -31,[0.998995500001002254553128523184 +/- 2.52e-31],7fdf15a4ad8020b851eb851eb -63 0 0,true,true,true,[1.785 +/- 4.27e-4],1c90b2cf -1c 1a424001 -2a,1.78542694449448,[+/- 2.49e-4],853680e410ea5ecd262b9aead -70 1fb5b55b -2a,0.000248005007055445,[0.931 +/- 9.20e-4],3b98b9fb -1e bd72403 -26,[0.957914603932294994592666625977 +/- 4.38e-31],3d4e790e1 -22 0 0,0.957914603932295,2.171862403,101.435166927,10.160632196,162.451447315,289,4,0.968352988,100
[-0.99799 +/- 2.00e-6],-1fef86a098d7be70a3d70a3d7 -61 8637bd1 -2f,[0.998994500001000231836911780192 +/- 4.13e-32],3fef86a098d7be70a3d70a3d7 -62 0 0,true,true,true,[1.785 +/- 3.66e-4],7241c921 -1e 1a3b5001 -2a,1.78536530397856,[+/- 2.48e-4],10338a89 -29 10338a89 -29,0.000247212717113144,[0.931 +/- 8.87e-4],ee60c53 -1c bd68603 -26,[0.957982607127632945775985717773 +/- 4.38e-31],3d4f9647f -22 0 0,0.957982607127633,2.178099846,95.919940052,10.780017284,161.58324337,288,4,1.044410743,100
[-0.99799 +/- 4.01e-6],-7fbe09bb6bbdb2147ae147ae1 -63 8637bd1 -2f,[0.998993500000998209120695037200 +/- 4.55e-31],ffbe09bb6bbdb2147ae147ae1 -64 0 0,true,true,true,[1.785 +/- 3.88e-4],39211409 -1d 1a34e001 -2a,1.78538784384751,[+/- 2.42e-4],3f3be66d -2b 3f3be66d -2b,0.000241218508790553,[0.931 +/- 9.00e-4],1dcc341d -1d bd61b03 -26,[0.958494872262235730886459350586 +/- 6.25e-32],3d57fae07 -22 0 0,0.958494872262236,2.193273895,98.633960036,10.371510711,162.974416262,288,4,0.959315644,100
[-0.99799 +/- 6.01e-6],-3fdefc7a3a0e3533333333333 -62 8637bd1 -2f,[0.998992500000996186404478294207 +/- 4.98e-32],7fdefc7a3a0e3533333333333 -63 0 0,true,true,true,[1.785 +/- 4.11e-4],724285e3 -1e 1a2e9001 -2a,1.7854101173582,[+/- 2.45e-4],208623b0687903e8a6fa22a39 -6e 3f1e7ab9 -2b,0.000244459198463141,[0.931 +/- 9.13e-4],3b989e8b -1e bd5b203 -26,[0.958216738188639283180236816406 +/- 2.50e-31],f54db131 -20 0 0,0.95821673818864,2.234444889,100.244859938,10.206164719,162.387334121,288,4,0.990461568,100
[-0.99798 +/- 4.01e-6],-7fbde82d7c7b22b851eb851eb -63 218def45 -31,[0.998991500000994163688261551215 +/- 4.47e-31],ffbde82d7c7b22b851eb851eb -64 0 0,true,true,true,[1.785 +/- 2.63e-4],72401c09 -1e 1a26f001 -2a,1.78526269644522,[+/- 2.71e-4],122a52ec386919f0a1ba9707b -6d 22822849 -2a,0.000270229655470919,[0.931 +/- 8.34e-4],3b9752bf -1e bd4e303 -26,[0.956071364489616826176643371582 +/- 3.13e-32],7a608be59 -23 0 0,0.956071364489617,2.147448909,86.424989083,11.0289919,209.001822424,286,4,0.957771477,100
[-0.99798 +/- 2.01e-6],-ff7baecd09b3b6147ae147ae1 -64 8637bd1 -2f,[0.998990500000992140972044808222 +/- 5.82e-32],ffbdd76684d9db0a3d70a3d7 -60 0 0,true,true,true,[1.785 +/- 3.71e-4],7241e089 -1e 1a213001 -2a,1.78537049517059,[+/- 2.44e-4],7fc58a7 -28 7fc58a7 -28,0.000243705069806311,[0.931 +/- 8.93e-4],773096e7 -1f bd4aa83 -26,[0.958281699073268100619316101074 +/- 2.19e-31],7aa8f986f -23 0 0,0.958281699073269,2.222821929,100.099484337,10.536195041,163.889518261,287,4,0.981193447,100
[-0.99798 +/- 2.01e-6],-ff7b8d3f1a7126b851eb851eb -64 8637bd1 -2f,[0.998989500000990118255828065230 +/- 4.38e-31],ffbdc69f8d38935c28f5c28f5 -64 0 0,true,true,true,[1.785 +/- 3.93e-4],39211f55 -1d 1a1ae001 -2a,1.78539284318709,[+/- 2.41e-4],fdca04c2199b3631db588d3a3 -71 3ed04593 -2b,0.000240823450840823,[0.931 +/- 9.06e-4],1dcc40f3 -1d bd44303 -26,[0.958528815885074436664581298828 +/- 1.25e-31],1eac449f9 -21 0 0,0.958528815885075,2.21866161,101.462742613,10.215656261,165.713215687,287,4,0.96222484,100
[-0.99798 +/- 4.01e-6],-ff7b6bb12b2e975c28f5c28f5 -64 8637bd1 -2f,[0.998988500000988095539611322237 +/- 6.66e-32],7fdedaec4acba5d70a3d70a3d -63 0 0,true,true,true,[1.785 +/- 4.16e-4],39214e31 -1d 1a14a001 -2a,1.78541509434604,[+/- 2.48e-4],4295358d869e918647b043a4b -6f 3f04ebfb -2b,0.000247196338992337,[0.931 +/- 9.19e-4],1dcc5c03 -1d bd3da03 -26,[0.957983413187321275472640991211 +/- 6.25e-32],3d4f99a97 -22 0 0,0.957983413187322,2.145584747,100.208737617,10.229233151,161.451062072,287,4,0.961455477,100
[-0.99798 +/- 6.01e-6],-ff7b4a233bec07fffffffffff -64 218def45 -31,[0.998987500000986072823394579245 +/- 4.30e-31],ffbda5119df603fffffffffff -64 0 0,true,true,true,[1.785 +/- 3.53e-4],724197bb -1e 1a0db001 -2a,1.7853528466078,[+/- 2.47e-4],1023da9 -25 1023da9 -25,0.000246277675614693,[0.931 +/- 8.86e-4],3b982e1d -1e bd33f03 -26,[0.958062290621455758810043334961 +/- 6.25e-32],3d50e47f7 -22 0 0,0.958062290621456,2.222513697,97.042255785,10.744814818,163.591574111,286,4,1.015399733,100
[-0.99797 +/- 4.01e-6],-7fbd944aa654bc51eb851eb85 -63 8637bd1 -2f,[0.998986500000984050107177836253 +/- 1.37e-31],ffbd944aa654bc51eb851eb85 -64 0 0,true,true,true,[1.785 +/- 3.76e-4],3920fa93 -1d 1a078001 -2a,1.78537502698624,[+/- 2.41e-4],3f029a47 -2b 3f029a47 -2b,0.000240364710180075,[0.931 +/- 8.98e-4],7730c83f -1f bd2d583 -26,[0.958568540227133780717849731445 +/- 3.13e-31],3d592fdcd -22 0 0,0.958568540227134,2.202040638,97.783751514,10.525881086,163.092583732,286,4,0.963565553,100
[-0.99797 +/- 2.01e-6],-3fdec1c1d759ba51eb851eb85 -62 8637bd1 -2f,[0.998985500000982027390961093260 +/- 3.69e-31],7fdec1c1d759ba51eb851eb85 -63 0 0,true,true,true,[1.785 +/- 3.98e-4],39212943 -1d 1a014001 -2a,1.7853971961888,[+/- 2.44e-4],81c3c31e16b7a54f96795547 -6c 1f5ad5a1 -2a,0.000243362412339181,[0.931 +/- 9.11e-4],77313437 -1f bd26c83 -26,[0.958310726418858394026756286621 +/- 9.38e-32],7aa9ed06b -23 0 0,0.958310726418859,2.129203658,99.429684685,10.334196434,162.787874098,286,4,0.966568117,100
