α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.9998750 +/- 5.00e-8],-1ffef9cdb6d87b2d0e5604189 -61 1ad7f29d -36,[0.999937487500012610386335154544 +/- 4.69e-31],3ffef9cdb6d87b2d0e5604189 -62 0 0,true,true,true,[1.7868 +/- 4.53e-5],e4b5ac3 -1b 14acc001 -2b,1.78683364205074,[+/- 2.50e-4],98f0de8a6febb71e7acb19ad5 -70 6d32a9d -28,0.000249995040260114,[0.93 +/- 1.96e-3],3b997b31 -1e bbc5203 -26,[0.957729449204634875059127807617 +/- 1.88e-31],3d4b7075b -22 0 0,0.957729449204635,108.858046907,452.562914402,19.679454589,526.062469242,4639,4,115.682138776,100
[-0.9998749 +/- 5.01e-8],-3ffdf365bdcbbf0e560418937 -62 1ad7f29d -36,[0.999937462500012559818429735969 +/- 6.42e-32],7ffdf365bdcbbf0e560418937 -63 0 0,true,true,true,[1.7868 +/- 7.24e-5],392d320b -1d 14aa4001 -2b,1.78680644184363,[+/- 2.50e-4],96c80e9ced834b8807d1bc8d1 -70 37adc18b -2b,0.000249995176257459,[0.93 +/- 1.95e-3],3b994f51 -1e bbc2703 -26,[0.957729759422363713383674621582 +/- 3.13e-32],7a96e3859 -23 0 0,0.957729759422364,109.012511046,454.494121219,19.62764276,527.321729667,4637,4,115.438534662,100
[-0.9998749 +/- 5.00e-8],-fff7ccc0379a1f0a3d70a3d7 -60 35afe539 -37,[0.999937437500012509250524317394 +/- 3.41e-31],1fff7ccc0379a1f0a3d70a3d7 -61 0 0,true,true,true,[1.7868 +/- 6.12e-5],1c96d26f -1c 14a88001 -2b,1.78686118125927,[+/- 2.50e-4],986fd01800c3ad8364e6d16b5 -70 36d9a64b -2b,0.000249993473403435,[0.93 +/- 1.98e-3],77337ddf -1f bbc1983 -26,[0.957729255984304472804069519043 +/- 3.13e-32],7a96df4c7 -23 0 0,0.957729255984305,108.043713554,446.526900397,19.950890584,521.785889358,4635,4,115.361456131,100
[-0.9998748 +/- 5.01e-8],-fff7cbe9780541db22d0e5603 -64 1ad7f29d -36,[0.999937412500012458682618898819 +/- 4.40e-32],fffbe5f4bc02a0ed916872b01 -64 0 0,true,true,true,[1.7868 +/- 5.97e-5],392da199 -1d 14a68001 -2b,1.78685960732412,[+/- 2.50e-4],26545ef59308008445d6fa037 -6e d99f25b -29,0.000249985819112759,[0.93 +/- 1.97e-3],1dccce69 -1d bbbef03 -26,[0.957729921705322340130805969238 +/- 2.82e-31],7a96e4e21 -23 0 0,0.957729921705323,108.37258839,449.292924334,19.996930401,525.839330107,4634,4,115.285964345,100
[-0.9998748 +/- 5.00e-8],-fff7cb12b87064ac083126e97 -64 35afe539 -37,[0.999937387500012408114713480244 +/- 3.61e-31],fffbe5895c38325604189374b -64 0 0,true,true,true,[1.7868 +/- 6.54e-5],392dadb -19 14a48001 -2b,1.7868653573097,[+/- 2.50e-4],991c92e9ddef6c4dc9c57b2b5 -70 36839c59 -2b,0.000249996018957685,[0.93 +/- 1.98e-3],ee66df -18 bbbd103 -26,[0.957728991372277960181236267090 +/- 1.57e-31],7a96dd143 -23 0 0,0.957728991372278,107.939169158,446.976699327,19.990321097,523.490730981,4632,4,116.668362806,100
[-0.9998747 +/- 5.01e-8],-7ffbe51dfc6dc3be76c8b4395 -63 1ad7f29d -36,[0.999937362500012357546808061670 +/- 2.35e-31],fffbe51dfc6dc3be76c8b4395 -64 0 0,true,true,true,[1.7868 +/- 6.26e-5],725b4f7d -1e 14a22001 -2b,1.78686250559997,[+/- 2.50e-4],98dd38a900f58e7bf7090d805 -70 da8e7d5 -29,0.000249998517631625,[0.93 +/- 1.98e-3],ee66c1 -18 bbbad03 -26,[0.957728813838912174105644226074 +/- 2.19e-31],7a96db96f -23 0 0,0.957728813838913,108.66088963,453.021069239,19.678622396,528.117993279,4630,4,116.618485906,100
[-0.9998747 +/- 5.00e-8],-7ffbe4b29ca35526e978d4fdf -63 35afe539 -37,[0.999937337500012306978902643095 +/- 1.70e-31],fffbe4b29ca35526e978d4fdf -64 0 0,true,true,true,[1.7869 +/- 8.94e-5],725bc033 -1e 14a06001 -2b,1.78688936494303,[+/- 2.50e-4],269404d253115586db47e713 -6a d7a37a1 -29,0.000249988636897907,[0.93 +/- 2.00e-3],7733fea5 -1f bbb9a83 -26,[0.957729331479640677571296691895 +/- 4.69e-31],7a96dfee9 -23 0 0,0.957729331479641,108.658211178,450.518511069,20.06676651,527.037153096,4628,4,114.679624805,100
[-0.9998746 +/- 5.01e-8],-fff7c88e79b1cd1eb851eb851 -64 1ad7f29d -36,[0.999937312500012256410997224520 +/- 2.15e-31],1fff7c88e79b1cd1eb851eb85 -61 0 0,true,true,true,[1.7868 +/- 6.72e-5],725b6345 -1e 149e2001 -2b,1.78686719201517,[+/- 2.50e-4],9869fb61da9ce5ba21dea43dd -70 6db8219 -28,0.000249989751970018,[0.93 +/- 1.98e-3],1dcce053 -1d bbb6b03 -26,[0.957729499437846243381500244141 +/- 3.75e-31],1ea5b855d -21 0 0,0.957729499437847,108.059548739,448.985860772,19.974668859,524.240754923,4626,4,114.625185115,100
[-0.9998746 +/- 5.00e-8],-fff7c7b7ba1cefef9db22d0e5 -64 35afe539 -37,[0.999937287500012205843091805945 +/- 1.90e-31],7ffdf1edee873bfbe76c8b439 -63 0 0,true,true,true,[1.7868 +/- 4.09e-5],725af4ff -1e 149be001 -2b,1.78684088401508,[+/- 2.50e-4],2600631637563800fd118a82f -6e dc346d -25,0.000249966089135378,[0.93 +/- 1.97e-3],3b999005 -1e bbb3f03 -26,[0.957731811213307082653045654297 +/- 1.25e-31],1ea5bd2ef -21 0 0,0.957731811213308,107.428162082,447.047281737,19.925532144,522.280993002,4624,4,114.624736371,100
[-0.9998745 +/- 5.01e-8],-1ffef8dc1f51025810624dd2f -61 1ad7f29d -36,[0.999937262500012155275186387371 +/- 4.06e-31],3ffef8dc1f51025810624dd2f -62 0 0,true,true,true,[1.7868 +/- 5.21e-5],725ab8ad -1e 1499a001 -2b,1.78682648576808,[+/- 2.50e-4],12ffec785a7dadc34323de89 -69 3710e73d -2b,0.000249986336531711,[0.93 +/- 1.97e-3],77330fab -1f bbb1983 -26,[0.957730269670719280838966369629 +/- 9.38e-32],7a96e7cd5 -23 0 0,0.95773026967072,107.518846291,446.278404028,19.762937853,521.34803821,4622,4,114.413543052,100
