α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.5000 +/- 5.01e-5],-fffcb92415b22ddb22d0e5603 -65 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 1.66e-4],6d73030d -1f 18524801 -2a,0.855165163986613,[+/- 3.36e-4],2befee41 -2a 2befee41 -2a,0.000335214456299582,[0.94 +/- 5.48e-3],1df0c44d -1d 12571005 -26,[0.966137691604671999812126159668 +/- 3.13e-32],7baa665e7 -23 0 0,0.966137691604672,0.030568265,0.415950162,5.362574694,63.850524035,4,16,0.028947549,100
[-0.4999 +/- 5.01e-5],-3ffd8adad6ac08645a1cac083 -63 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 1.80e-4],6d737dad -1f 18528801 -2a,0.855179785751034,[+/- 3.36e-4],2bf05837 -2a 2bf05837 -2a,0.000335226791776222,[0.94 +/- 5.48e-3],3be19209 -1e 12577005 -26,[0.966136779112275689840316772461 +/- 6.25e-32],3dd52f5b7 -22 0 0,0.966136779112276,0.031277461,0.422805926,5.232149419,62.812650987,4,16,0.034287926,100
[-0.4999 +/- 5.01e-5],-3ffbe76ca7eb8551eb851eb85 -63 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 1.95e-4],6d73f853 -1f 1852a801 -2a,0.855194408446778,[+/- 3.36e-4],15f86217 -29 15f86217 -29,0.000335239360538254,[0.94 +/- 5.48e-3],77c336f -1b 1257cf05 -26,[0.966135854774620383977890014648 +/- 4.38e-31],3dd52b7af -22 0 0,0.966135854774621,0.03019714,0.433600115,5.401999191,62.971882915,4,16,0.029274519,100
[-0.4998 +/- 5.01e-5],-3ffa43fe792b023f7ced91687 -63 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.10e-4],6d7472f9 -1f 1852d801 -2a,0.855209032073845,[+/- 3.36e-4],15f89711 -29 15f89711 -29,0.000335251695105399,[0.94 +/- 5.48e-3],77c349d1 -1f 12582e85 -26,[0.966134942224016413092613220215 +/- 1.57e-31],7baa4f4e3 -23 0 0,0.966134942224017,0.030452816,0.41869927,5.397754653,63.424806365,4,16,0.031746471,100
[-0.4998 +/- 5.01e-5],-3ff8a0904a6a7f2d0e5604189 -63 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.24e-4],6d74eda3 -1f 1852f801 -2a,0.855223656632234,[+/- 3.36e-4],2bf19819 -2a 2bf19819 -2a,0.000335264031036787,[0.94 +/- 5.48e-3],77c35cb1 -1f 12589085 -26,[0.966134029644308611750602722168 +/- 3.13e-32],7baa47a67 -23 0 0,0.966134029644309,0.03833031,0.405251062,5.315704244,64.15790107,4,16,0.031721394,100
[-0.4997 +/- 5.01e-5],-3ff6fd221ba9fc1a9fbe76c8b -63 346dc5db -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.39e-4],1b5d5a15 -1d 18532001 -2a,0.855238284915913,[+/- 3.36e-4],2bf20011 -2a 2bf20011 -2a,0.000335276134592278,[0.94 +/- 5.47e-3],3be1b7cb -1e 1258ee05 -26,[0.966133128677029162645339965820 +/- 3.13e-31],3dd5200bd -22 0 0,0.96613312867703,0.030004745,0.411343969,5.328598018,63.035329503,4,16,0.031850839,100
[-0.4997 +/- 5.01e-5],-ffd566cfb3a5e420c49ba5e35 -65 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.53e-4],6d75e307 -1f 18535801 -2a,0.855252915062238,[+/- 3.36e-4],2bf26a09 -2a 2bf26a09 -2a,0.000335288470978413,[0.94 +/- 5.47e-3],77c38277 -1f 12594e85 -26,[0.966132215980906039476394653320 +/- 3.13e-31],3dd51c37d -22 0 0,0.966132215980906,0.031246351,0.43253375,5.278419048,64.179282476,4,16,0.029721719,100
[-0.4996 +/- 5.01e-5],-ffced916f8a3d7d70a3d70a3d -65 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.68e-4],6d765dbf -1f 18537801 -2a,0.855267546139885,[+/- 3.36e-4],2bf2d401 -2a 2bf2d401 -2a,0.000335300807364547,[0.94 +/- 5.47e-3],3be1caad -1e 1259af05 -26,[0.966131303197471424937248229980 +/- 4.69e-31],7baa30c77 -23 0 0,0.966131303197472,0.030355011,0.42004265,5.294311376,62.018050236,4,16,0.04306183,100
[-0.4996 +/- 5.01e-5],-ffc84b5e3da1cb8d4fdf3b645 -65 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.83e-4],36bb6c3d -1e 1853b001 -2a,0.8552821800115,[+/- 3.36e-4],2bf33ff7 -2a 2bf33ff7 -2a,0.000335313375671831,[0.94 +/- 5.47e-3],3be1d41f -1e 125a0e05 -26,[0.966130378714296966791152954102 +/- 4.38e-31],3dd514831 -22 0 0,0.966130378714297,0.031975296,0.424596905,5.426349753,64.54052516,4,16,0.030691529,100
[-0.4995 +/- 5.01e-5],-ffc1bda5829fbf4395810624d -65 1a36e2ed -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.855 +/- 2.97e-4],daeea67 -1c 1853d001 -2a,0.855296813883115,[+/- 3.36e-4],15f9d3f9 -29 15f9d3f9 -29,0.000335325480591564,[0.94 +/- 5.46e-3],77c3bb21 -1f 125a6e85 -26,[0.966129477572394534945487976074 +/- 2.19e-31],7baa2176f -23 0 0,0.966129477572395,0.031888081,0.416681399,5.355651914,63.40675307,4,16,0.030716997,100
