α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.10 +/- 1.01e-4],-ccb295ebad916ad916872b01f -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 6.46e-4],2d7d3d55 -1d 17ffa001 -29,1.42172112874733,[1e-5 +/- 3.00e-6],17ff5fac1d4dd0385b36e319b -71 33fe4617 -31,1.29924450661739e-5,[0.98 +/- 5.08e-3],3ef517e7 -1e b2ab7 -1d,[0.991404257378235342912375926971 +/- 4.36e-31],7ee655af47 -27 0 0,0.991404257378236,0.020360086,0.136673663,0.017355342,5.59457241,2,0,0.027139725,100
[-0.10 +/- 2.01e-4],-663f1412eac08445a1cac0831 -66 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 5.23e-4],2d7e3e99 -1d 17ff4001 -29,1.42184379138098,[1e-5 +/- 2.96e-6],5fb1759c8d1abb409ca8f6c1f -73 33f3b9e3 -31,1.29558103857704e-5,[0.98 +/- 5.09e-3],3ef53f81 -1e 2cb35 -1b,[0.991416014307105797342956066132 +/- 4.09e-31],7ee6b84f17 -27 0 0,0.991416014307106,0.091048301,0.134223493,0.016759532,5.598947723,2,0,0.026742681,100
[-0.10 +/- 3.01e-4],-cc49ba5ffd70a63d70a3d70a3 -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 4.00e-4],2d7f3ff7 -1d 17fee001 -29,1.42196650244342,[1e-5 +/- 2.92e-6],2fb2cdac30180ae983e04c437 -72 19f4986f -30,1.29192623026295e-5,[0.98 +/- 5.10e-3],7deace49 -1f 2cbbcf -1f,[0.991427760562146431766450405121 +/- 1.51e-31],7ee71ad7fb -27 0 0,0.991427760562147,0.019538917,0.135271702,0.016769261,5.606191732,2,0,0.102466735,100
[-0.10 +/- 4.01e-4],-cc154c9a256043ef9db22d0e5 -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 2.77e-4],b60105b -1b 17fe8001 -29,1.42208925634669,[1e-5 +/- 2.89e-6],be33df3f189947f07e942ae0d -74 cf7aa67 -2f,1.28827996842635e-5,[0.98 +/- 5.11e-3],fbd63b5 -1c 2cc45 -1b,[0.991439496521707042120397090912 +/- 1.35e-31],7ee77d4ac3 -27 0 0,0.991439496521707,0.020327124,0.137751029,0.017362516,5.661174016,2,0,0.027265383,100
[-0.10 +/- 5.01e-4],-65f06f6a26a7f0d0e56041893 -66 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 2.13e-4],5b0285f1 -1e 17fe1801 -29,1.42221205309079,[1e-5 +/- 2.85e-6],2f6739bdc0e0997b3ff2d4e5d -72 33d4204b -31,1.2846422679451e-5,[0.98 +/- 5.12e-3],7deb6d27 -1f 2cccd1 -1f,[0.991451222076648264192044734955 +/- 1.67e-31],7ee7dfa733 -27 0 0,0.991451222076649,0.019768934,0.136536072,0.016894698,5.667427024,2,0,0.027306622,100
[-0.099 +/- 5.01e-4],-19758e21cea7efea7ef9db22d -64 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 3.35e-4],2d82449d -1d 17fdc001 -29,1.42233489640103,[1e-5 +/- 2.82e-6],5e8325d2e12b3fc2ced14e943 -73 cf266b7 -2f,1.28101319907584e-5,[0.98 +/- 5.13e-3],7debbcb3 -1f 2cd55f -1f,[0.991462936921379878185689449310 +/- 3.03e-31],7ee841eca3 -27 0 0,0.99146293692138,0.019572581,0.132805571,0.016739263,5.542490595,2,0,0.026899429,100
[-0.099 +/- 4.01e-4],-cb7803489d2f1d0624dd2f1a9 -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 4.58e-4],5b068cb3 -1e 17fd5801 -29,1.42245778255211,[1e-5 +/- 2.78e-6],2f1c02e06acb5efb4c1d3e71f -72 33bf14a5 -31,1.27739238712674e-5,[0.98 +/- 5.14e-3],7dec0c65 -1f 2cddeb -1f,[0.991474642278262763284146785736 +/- 8.40e-32],7ee8a41db3 -27 0 0,0.991474642278263,0.019824549,0.20684135,0.016803344,5.601221358,2,0,0.027302013,100
[-0.099 +/- 3.01e-4],-cb439582c51ebab851eb851eb -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.422 +/- 5.81e-4],5b089061 -1e 17fcf801 -29,1.4225807189946,[1e-5 +/- 2.74e-6],bbda2936ef8ec66f520ef8cd7 -74 19da472f -30,1.27378010785712e-5,[0.98 +/- 5.15e-3],3ef62e11 -1e 16733b -1e,[0.991486337157766683958470821381 +/- 3.85e-31],7ee9063843 -27 0 0,0.991486337157767,0.019657803,0.133773017,0.016752869,5.491571266,2,0,0.027012624,100
[-0.099 +/- 2.01e-4],-32c3c9ef3b43961a9fbe76c8b -65 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 6.63e-4],16c2a50f -1c 17fc9001 -29,1.42270369641529,[1e-5 +/- 2.71e-6],bb44a599a26c8ddc653677b67 -74 33aa0c31 -31,1.27017662597044e-5,[0.98 +/- 5.16e-3],7decabff -1f 2cef19 -1f,[0.991498020650396938435733318329 +/- 1.43e-31],7ee9683a5f -27 0 0,0.991498020650397,0.019581318,0.134876612,0.016819275,5.662860897,2,0,0.027051798,100
[-0.099 +/- 1.01e-4],-656d5cfb8a7efb0e560418937 -66 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 5.40e-4],b619309 -1b 17fc3001 -29,1.4228267204021,[1e-5 +/- 2.67e-6],baaf7c6b0f6fc76e0a789950b -74 339f8827 -31,1.26658128414203e-5,[0.98 +/- 5.17e-3],7decfbf7 -1f 2cf7b3 -1f,[0.991509694880733150057494640350 +/- 3.42e-31],7ee9ca2897 -27 0 0,0.991509694880734,0.019786747,0.201429197,0.016965102,5.547677086,2,0,0.026993948,100
[-0.099 +/- 1.01e-4],-caa64c313ced93ced916872af -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 4.17e-4],5b0e9c85 -1e 17fbd801 -29,1.42294979095505,[1e-5 +/- 2.63e-6],ba1aafe5e4173cd00ea868ab9 -74 19ca84ed -30,1.2629946307964e-5,[0.98 +/- 5.18e-3],7ded4c05 -1f 2d0051 -1f,[0.991521357964302296750247478485 +/- 1.08e-31],7eea2bfedf -27 0 0,0.991521357964303,0.01958253,0.136338477,0.016839543,5.629566702,2,0,0.027304768,100
[-0.099 +/- 2.01e-4],-ca71de6b64dd31810624dd2f1 -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 2.94e-4],5b10a0f5 -1e 17fb7801 -29,1.42307290807412,[1e-5 +/- 2.60e-6],5cc32099e902b3d2bf9602685 -73 ce2a205 -2f,1.2594163528307e-5,[0.98 +/- 5.19e-3],7ded9c2d -1f 2d08f3 -1f,[0.991533010905186529271304607391 +/- 3.58e-31],7eea8dbf5f -27 0 0,0.991533010905187,0.019687579,0.135267955,0.016985731,5.605872789,2,0,0.026941258,100
[-0.099 +/- 3.01e-4],-651eb852c6666799999999999 -66 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 1.97e-4],5b12a593 -1e 17fb1801 -29,1.42319606803404,[1e-5 +/- 2.56e-6],b8f22e5867dbb4509d6e0549f -74 3380084d -31,1.25584651829972e-5,[0.98 +/- 5.20e-3],7dedec6b -1f 2d119d -1f,[0.991544653434175415895879268646 +/- 2.41e-31],7eeaef6983 -27 0 0,0.991544653434176,0.01964545,0.134726157,0.016977665,5.709302417,2,0,0.027323714,100
[-0.099 +/- 4.01e-4],-328240b7ed2f1b395810624dd -65 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 3.20e-4],5b14aa61 -1e 17fab801 -29,1.42331927269743,[1e-5 +/- 2.53e-6],b85e76490dcf37e3d4f1da229 -74 33758951 -31,1.25228497777881e-5,[0.98 +/- 5.21e-3],fbdc799 -1c 168d25 -1e,[0.991556286016930243931710720062 +/- 2.56e-31],7eeb50fe4b -27 0 0,0.991556286016931,0.01959876,0.134425025,0.016819014,5.656843737,2,0,0.026854884,100
[-0.099 +/- 5.01e-4],-64ea4a8cee56054bc6a7ef9db -66 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 4.43e-4],2d8b57b -19 17fa6001 -29,1.42344252392696,[1e-5 +/- 2.49e-6],b7cb1b43d19a92d53ed8e0623 -74 336b0c49 -31,1.24873198797061e-5,[0.98 +/- 5.22e-3],1f7ba34d -1d 5a45f -1c,[0.991567907714852481149137020111 +/- 8.40e-32],7eebb27bb3 -27 0 0,0.991567907714853,0.019864215,0.138083059,0.016972726,5.643481765,2,0,0.027496111,100
[-0.098 +/- 5.01e-4],-c9a02754049ba849ba5e353f7 -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.423 +/- 5.66e-4],5b18b49 -1a 17fa0001 -29,1.42356581985996,[1e-5 +/- 2.46e-6],5b9c0e5adf06726ed4fb33da7 -73 33608f63 -31,1.24518741388698e-5,[0.98 +/- 5.24e-3],1f7bb76f -1d 1695d9 -1e,[0.991579518949947669170796871185 +/- 3.03e-31],7eec13e2a3 -27 0 0,0.991579518949948,0.019785936,0.136010074,0.016916129,5.602382154,2,0,0.02684726,100
[-0.098 +/- 4.01e-4],-c96bb98e2c8b45fbe76c8b439 -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 6.77e-4],5b1ab9f3 -1e 17f99801 -29,1.4236891623591,[1e-5 +/- 2.42e-6],b6a57981cc66099bf5965d055 -74 335615bd -31,1.2416512960195e-5,[0.98 +/- 5.25e-3],7def2e63 -1f 2d3469 -1f,[0.991591119518488994799554347992 +/- 5.67e-32],7eec7532ab -27 0 0,0.991591119518489,0.019724309,0.136053927,0.016911861,5.655387742,2,0,0.027260444,100
[-0.098 +/- 3.01e-4],-649ba5e42a3d71d70a3d70a3d -66 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 5.54e-4],5b1cbf85 -1e 17f93801 -29,1.42381254956172,[1e-5 +/- 2.39e-6],16c266175867d2b5e5b3b8ce5 -71 334b9bd7 -31,1.23812339092761e-5,[0.98 +/- 5.26e-3],7def7f19 -1f 2d3d27 -1f,[0.991602710228107753209769725800 +/- 4.40e-31],7eecd66d87 -27 0 0,0.991602710228108,0.019757562,0.137516694,0.016976103,5.510533348,2,0,0.027503244,100
[-0.098 +/- 2.01e-4],-3240b7809f1aa05810624dd2f -65 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 4.30e-4],2d8f62a3 -1d 17f8e001 -29,1.42393598146783,[1e-5 +/- 2.35e-6],b58144c527db9cb2a520cd1eb -74 3341226b -31,1.23460394926259e-5,[0.98 +/- 5.27e-3],7defcff1 -1f 2d45ef -1f,[0.991614290147481369785964488983 +/- 1.55e-31],7eed379137 -27 0 0,0.991614290147482,0.01958787,0.135055171,0.016832801,5.542594912,2,0,0.026937761,100
[-0.098 +/- 1.01e-4],-c8ce703ca45a1f126e978d4fd -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 3.07e-4],b641967 -1b 17f88001 -29,1.42405945807741,[1e-5 +/- 2.32e-6],5a77d942960e295bf7d15e85d -73 3336a7a5 -31,1.23109260516412e-5,[0.98 +/- 5.28e-3],3ef8106d -1e 5a9d7 -1c,[0.991625860469866893254220485687 +/- 2.56e-31],7eed98a04b -27 0 0,0.991625860469867,0.019777039,0.136219061,0.016908004,5.544349724,2,0,0.027365232,100
[-0.098 +/- 1.01e-4],-c89a0276cc49bcc49ba5e353f -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 1.83e-4],16c8b457 -1c 17f82001 -29,1.42418298125313,[1e-5 +/- 2.28e-6],2d179f1ba85f84eb62e3337ab -72 1996195f -30,1.22758991012647e-5,[0.98 +/- 5.29e-3],7df071e3 -1f 2d5783 -1f,[0.991637419310791301541030406952 +/- 9.58e-32],7eedf996b7 -27 0 0,0.991637419310792,0.019631774,0.13571799,0.016812802,5.554350956,2,0,0.026925328,100
[-0.098 +/- 2.01e-4],-190cb2961e872b4ed916872b -60 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 3.07e-4],2d926bd9 -1d 17f7b001 -29,1.42430654913233,[1e-5 +/- 2.25e-6],b3cda08ce3580685a9ef45a19 -74 cc86f43 -2f,1.22409538323896e-5,[0.98 +/- 5.30e-3],7df0c3 -17 16b027 -1e,[0.991648968198205693624913692474 +/- 3.66e-31],7eee5a77c3 -27 0 0,0.991648968198206,0.01973508,0.136819541,0.016954241,5.560349292,2,0,0.027460955,100
[-0.098 +/- 3.01e-4],-641893758e147c147ae147ae1 -66 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 4.31e-4],b64dbc7 -1b 17f76001 -29,1.4244301654403,[1e-5 +/- 2.21e-6],b33d2019d5df0c8383ad26531 -74 3317465 -2d,1.22060912482718e-5,[0.98 +/- 5.31e-3],7df11437 -1f 2d692b -1f,[0.991660506782864104025065898895 +/- 2.64e-31],7eeebb42af -27 0 0,0.991660506782865,0.019647854,0.209357336,0.01684822,5.573939094,2,0,0.027148682,100
[-0.098 +/- 4.01e-4],-c7fcb925441895db22d0e5603 -67 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 5.54e-4],2d947277 -1d 17f71001 -29,1.42455382645176,[1e-5 +/- 2.18e-6],16559f4ee670aeaa31d878803 -71 198669df -30,1.21713131527246e-5,[0.98 +/- 5.32e-3],7df16587 -1f 2d7205 -1f,[0.991672034366274601779878139496 +/- 1.51e-31],7eef1bf5fb -27 0 0,0.991672034366275,0.019711705,0.13538094,0.016864872,5.595830799,2,0,0.027341028,100
[-0.098 +/- 5.01e-4],-c7c84b5f6c08338d4fdf3b645 -67 1a36e2ed -2b,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.424 +/- 6.78e-4],16cabaf5 -1c 17f6a001 -29,1.42467752844141,[1e-5 +/- 2.14e-6],b21d2e88de97f503feefaf1f -70 330262bd -31,1.21366173550879e-5,[0.98 +/- 5.33e-3],3ef8db7b -1e 16bd7 -1a,[0.991683551705136778764426708221 +/- 4.36e-31],7eef7c9347 -27 0 0,0.991683551705137,0.019690596,0.214823321,0.016949192,5.593776627,2,0,0.027161887,100
[-0.097 +/- 5.01e-4],-63c9eeccc9fbe89fbe76c8b43 -66 346dc5db -2c,1.00000000000000000000000000000,1 0 0 0,true,true,true,[1.425 +/- 5.65e-4],2d967977 -1d 17f64001 -29,1.42480128072248,[1e-5 +/- 2.11e-6],2c636f63e896d1c229df2f3f -6e 197bf6e9 -30,1.21020025028223e-5,[0.98 +/- 5.34e-3],3ef9043b -1e b60f1 -1d,[0.991695059148696600459516048431 +/- 3.97e-31],7eefdd1b53 -27 0 0,0.991695059148697,0.019822846,0.136320473,0.016951496,5.576448229,2,0,0.027348942,100
