α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.3700 +/- 4.01e-5],-2f5b8130307efa0e560418937 -63 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 1.34e-4],1ccd263 -19 17e15001 -2a,0.900133718736698,[+/- 3.10e-4],1485be5c4ecb24c74d15155a7 -6d 5045627 -27,0.000309678605984931,[0.94 +/- 4.87e-3],78c45125 -1f 2ce5270b -27,[0.966608240152709186077117919922 +/- 1.25e-31],1eee74677 -21 0 0,0.96660824015271,0.024139421,0.472984076,5.47634858,145.561774306,3,16,0.026522625,100
[-0.3699 +/- 6.01e-5],-bd68c6935f8d50ac083126e97 -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 1.51e-4],7335215f -1f 17e1f801 -2a,0.900150015019108,[+/- 3.10e-4],51ed4fd5527f7b402043d9873 -6f 141c5279 -29,0.000309695307046498,[0.94 +/- 4.87e-3],78c46b7f -1f 2ce5f50b -27,[0.966607037466019392013549804688 +/- 5.00e-31],7bb9c787 -1f 0 0,0.96660703746602,0.025412518,0.459013587,5.420613414,145.473258683,3,16,0.026991234,100
[-0.3699 +/- 2.01e-5],-bd638865fd1eb91eb851eb851 -65 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 1.63e-4],73358b79 -1f 17e27801 -2a,0.900162670761575,[+/- 3.08e-4],2847214f -2a 2847214f -2a,0.000307295623770188,[0.94 +/- 4.87e-3],78c4619f -1f 2ce9430b -27,[0.966736428264994174242019653320 +/- 3.13e-31],3ddf0277d -22 0 0,0.966736428264995,0.038919036,0.481858119,5.497533764,147.212356744,5,16,0.02634611,100
[-0.3699 +/- 6.01e-5],-2f57928e26ac08645a1cac083 -63 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 1.83e-4],399b1955 -1e 17e33001 -2a,0.900182612240542,[+/- 3.10e-4],a43004feb4539301206a37d73 -70 28258a11 -2a,0.000309728744622612,[0.94 +/- 4.88e-3],78c4a035 -1f 2ce7930b -27,[0.966604630171786993741989135742 +/- 1.88e-31],3ddcd9aab -22 0 0,0.966604630171787,0.024969336,0.477010218,5.454731747,147.619159331,3,16,0.026482128,100
[-0.3698 +/- 4.01e-5],-5eac86059c20c5020c49ba5e3 -64 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 1.99e-4],7336bb55 -1f 17e3d801 -2a,0.900198914110888,[+/- 3.10e-4],147bb80584999cb977557181d -6d 283b3acd -2a,0.000309745480998558,[0.94 +/- 4.88e-3],78c4ba9 -1b 2ce8640b -27,[0.966603425506036728620529174805 +/- 3.13e-31],3ddcd49d3 -22 0 0,0.966603425506037,0.025355781,0.464845077,5.482846744,147.098098206,3,16,0.032074163,100
[-0.3698 +/- 4.01e-5],-17aa79bbbaba5e4ed916872b -5e 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 2.16e-4],73374401 -1f 17e47801 -2a,0.900215215981234,[+/- 3.10e-4],a3ded451bcd02f6ba7ab1d0d1 -70 141e0cbf -29,0.000309762461809985,[0.94 +/- 4.88e-3],3c626a77 -1e 2ce92e0b -27,[0.966602207685355097055435180664 +/- 6.25e-32],3ddccf819 -22 0 0,0.966602207685356,0.024357305,0.485844968,5.299664269,144.675417302,3,16,0.026917585,100
[-0.3697 +/- 6.01e-5],-bd4e8fb073645ae978d4fdf3b -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 2.32e-4],7337ccb5 -1f 17e50801 -2a,0.900231520645548,[+/- 3.10e-4],290c8754dabe5a6a212708059 -6e 28286335 -2a,0.000309778990834836,[0.94 +/- 4.89e-3],1e313bd3 -1d 2ce9fe0b -27,[0.966601014195475727319717407227 +/- 4.38e-31],3ddcca801 -22 0 0,0.966601014195476,0.024418832,0.470866967,5.370607122,147.305672208,3,16,0.026727915,100
[-0.3697 +/- 2.01e-5],-bd49518310f5c35c28f5c28f5 -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 2.48e-4],399c2ab5 -1e 17e5b001 -2a,0.900247827172507,[+/- 3.10e-4],a432d98016fdde1cecc3d0e01 -70 28295853 -2a,0.000309795996832339,[0.94 +/- 4.89e-3],78c509ab -1f 2ceacf0b -27,[0.966599794977810233831405639648 +/- 4.38e-31],3ddcc562f -22 0 0,0.966599794977811,0.024767213,0.497651379,5.392872816,144.574408637,3,16,0.027954734,100
[-0.3697 +/- 6.01e-5],-bd441355ae872bced916872af -65 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 2.65e-4],7338de25 -1f 17e65801 -2a,0.900264136493434,[+/- 3.10e-4],147c3f9f25263c37727882caf -6d 507d5fb -27,0.000309812783209561,[0.94 +/- 4.89e-3],78c5240b -1f 2ceb990b -27,[0.966598587518092244863510131836 +/- 6.25e-32],3ddcc0527 -22 0 0,0.966598587518093,0.025955559,0.48204768,5.393655352,147.960775953,3,16,0.027746268,100
[-0.3696 +/- 4.01e-5],-5e9f6a94260c4a20c49ba5e35 -64 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.900 +/- 2.81e-4],733966e1 -1f 17e6f801 -2a,0.900280445814361,[+/- 3.10e-4],a3e303cc95cfa9978cf435347 -70 283f8ab1 -2a,0.000309829346439597,[0.94 +/- 4.90e-3],3c629f35 -1e 2cec6a0b -27,[0.966597392107360064983367919922 +/- 1.25e-31],1eee5da77 -21 0 0,0.966597392107361,0.025620072,0.476341088,5.461158687,145.086177671,3,16,0.027159063,100
