α,α_dump,p,p_dump,proved,proved_estimate,proved_rounded,n₀,n₀_dump,n₀_rounded,δ₀,δ₀_dump,δ₀_rounded,D₀_estimate,D₀_estimate_dump,D₀,D₀_dump,D₀_rounded,n₀_time,δ₀_time,D₀_estimate_time,D₀_time,u0_N0,u0_N1,u0_time,prec
[-0.4500 +/- 4.01e-5],-3998f1d40789370e560418937 -63 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 4.48e-4],37b866f3 -1e 14685001 -2a,0.870707862079371,[+/- 2.81e-4],24d3139b -2a 24d3139b -2a,0.000280948775525758,[0.94 +/- 3.05e-3],f029187 -1c 1323a805 -26,[0.968719044438330456614494323730 +/- 4.69e-31],7bfefc537 -23 0 0,0.968719044438331,0.031049153,0.573625979,5.330289803,125.680113558,4,16,0.02860891,100
[-0.4499 +/- 6.01e-5],-e65e8922bbb644ac083126e97 -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 4.35e-4],6f713cf9 -1f 1468a801 -2a,0.87072110828035,[+/- 2.81e-4],24d36c1b -2a 24d36c1b -2a,0.00028095907828174,[0.94 +/- 3.04e-3],3c0a4f49 -1e 1323fc05 -26,[0.968718232994433492422103881836 +/- 6.25e-32],3dff7ac27 -22 0 0,0.968718232994434,0.030224617,0.569319564,5.201637114,124.945650795,4,16,0.02652304,100
[-0.4499 +/- 2.01e-5],-e6594af55947ad1eb851eb851 -65 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 4.22e-4],6f71ac1 -1b 1468e001 -2a,0.870734354481329,[+/- 2.81e-4],1269e24f -29 1269e24f -29,0.000280969382401964,[0.94 +/- 3.04e-3],3c0a5877 -1e 13245305 -26,[0.968717421375913545489311218262 +/- 2.82e-31],7bfeeeb5f -23 0 0,0.968717421375914,0.03110026,0.574883717,5.271895149,128.031289792,4,16,0.028316395,100
[-0.4499 +/- 6.01e-5],-39950331fdb645645a1cac083 -63 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 4.09e-4],6f721b29 -1f 14693801 -2a,0.870747603476275,[+/- 2.81e-4],93506cb -28 93506cb -28,0.000280979458693765,[0.94 +/- 3.04e-3],7814c349 -1f 1324a885 -26,[0.968716622417559847235679626465 +/- 1.57e-31],7bfee8023 -23 0 0,0.96871662241756,0.031043291,0.583788292,5.23917798,126.992577261,4,16,0.027019613,100
[-0.4498 +/- 4.01e-5],-7327674d4a353f020c49ba5e3 -64 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.8707 +/- 9.49e-5],37b94523 -1e 14697001 -2a,0.870760852471222,[+/- 2.81e-4],24d473bd -2a 24d473bd -2a,0.000280989769180451,[0.94 +/- 3.04e-3],7814d5a5 -1f 1324fd85 -26,[0.968715810508001595735549926758 +/- 1.88e-31],3dff70995 -22 0 0,0.968715810508002,0.030809567,0.581723242,5.393796902,127.214938889,4,16,0.026698884,100
[-0.4498 +/- 4.01e-5],-1cc9320da63f7cced916872b -5e 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.8707 +/- 8.17e-5],1bdcbe59 -1d 1469c001 -2a,0.870774103328813,[+/- 2.82e-4],126a672b -29 126a672b -29,0.00028100031613576,[0.94 +/- 3.04e-3],7814e801 -1f 13255185 -26,[0.968714985356200486421585083008 +/- 1.88e-31],3dff6d235 -22 0 0,0.968714985356201,0.030986184,0.570788964,5.182582822,125.531697372,4,16,0.025914365,100
[-0.4497 +/- 6.01e-5],-e644523fcf8d4ee978d4fdf3b -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.8707 +/- 8.74e-5],37b9b443 -1e 146a0001 -2a,0.870787355117728,[+/- 2.82e-4],935493d -28 935493d -28,0.000281010399703519,[0.94 +/- 3.03e-3],3c0a7d3 -1a 1325a705 -26,[0.968714185961289331316947937012 +/- 2.82e-31],7bfed391f -23 0 0,0.96871418596129,0.030932712,0.584113779,5.363475471,126.73217194,4,16,0.029867299,100
[-0.4497 +/- 2.01e-5],-e63f14126d1eb75c28f5c28f5 -65 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 3.56e-4],1bdcf5eb -1d 146a5001 -2a,0.87080060970061,[+/- 2.82e-4],24d57d99 -2a 24d57d99 -2a,0.000281020719285153,[0.94 +/- 3.03e-3],78150cbf -1f 1325fe85 -26,[0.968713373382342979311943054199 +/- 2.19e-31],7bfeccc0f -23 0 0,0.968713373382343,0.031308805,0.568113536,5.33853236,124.321314352,4,16,0.026311358,100
[-0.4497 +/- 6.01e-5],-e639d5e50ab01fced916872af -65 14f8b58b -2c,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 3.42e-4],1bdd11b5 -1d 146a9001 -2a,0.8708138642834911,[+/- 2.82e-4],9357591 -28 9357591 -28,0.00028103104159527,[0.94 +/- 3.03e-3],3c0a8f8d -1e 13265205 -26,[0.968712560686981305480003356934 +/- 4.07e-31],7bfec5efb -23 0 0,0.968712560686982,0.03161119,0.576676501,5.315685538,128.54127057,4,16,0.026935383,100
[-0.4496 +/- 4.01e-5],-731a4bdbd420c420c49ba5e35 -64 29f16b15 -2d,0.750000000000000000000000000000,3 -2 0 0,true,true,true,[0.871 +/- 3.29e-4],37ba5b -16 146ae001 -2a,0.870827121660341,[+/- 2.82e-4],9358c3d -28 9358c3d -28,0.000281041599009769,[0.94 +/- 3.02e-3],7815313d -1f 130bd785 -26,[0.968711734836688265204429626465 +/- 1.57e-31],7bfebf023 -23 0 0,0.968711734836689,0.03140593,0.572844426,5.374854563,126.06994325,4,16,0.026047167,100
